sym,date,gap_pct,gap_bucket,level,time_bucket,break_time,rvol,std_result,std_ret,ret_30m,ret_1h,ret_2h,ret_3h,retest_found,rt_result,rt_ret
NVDA,2026-05-13,1.82,gap_1_2,PMH,early,09:34,0.96,SL,-0.5,-1.411,-0.966,-0.243,0.238,0,,
NVDA,2026-05-14,1.78,gap_1_2,PMH,mid,10:22,1.21,TP,1.0,0.676,0.575,0.702,0.066,1,TP,1.0
ORCL,2025-12-18,2.387,gap_2plus,PMH,early,09:34,0.71,SL,-0.5,-1.343,-0.716,-1.153,-2.499,1,SL,-0.5
ORCL,2025-12-19,4.682,gap_2plus,PMH,early,09:43,1.46,TP,1.0,-0.563,-0.422,0.316,0.586,1,SL,-0.5
ORCL,2025-12-22,2.34,gap_2plus,PDH,early,09:33,0.66,SL,-0.5,-0.172,0.653,0.758,0.796,1,SL,-0.5
ORCL,2026-01-02,1.298,gap_1_2,PDH,early,09:33,0.45,SL,-0.5,-0.163,-1.063,-0.347,-0.501,1,SL,-0.5
ORCL,2026-01-05,1.339,gap_1_2,PMH,early,09:36,0.88,SL,-0.5,-2.222,-1.958,-2.078,-3.254,1,SL,-0.5
ORCL,2026-01-09,1.057,gap_1_2,PDH,early,09:41,1.22,SL,-0.5,-0.147,1.897,2.235,2.628,0,,
ORCL,2026-01-26,1.101,gap_1_2,BOTH,early,09:31,1.09,TP,1.0,1.096,1.474,2.097,2.793,1,TP,1.0
ORCL,2026-02-02,3.846,gap_2plus,PDH,mid,10:13,1.88,SL,-0.5,-1.231,-0.615,-0.586,-0.698,1,SL,-0.5
ORCL,2026-02-06,2.426,gap_2plus,PMH,mid,10:10,1.04,TP,1.0,0.471,0.701,0.507,1.173,1,SL,-0.5
ORCL,2026-02-09,3.999,gap_2plus,PMH,early,09:32,1.77,TP,1.0,3.514,2.992,3.822,5.395,1,TP,1.0
ORCL,2026-02-10,2.178,gap_2plus,PDH,early,09:35,1.28,SL,-0.5,0.434,1.712,0.677,1.449,0,,
ORCL,2026-02-13,1.681,gap_1_2,PMH,early,09:31,0.57,SL,-0.5,-1.015,-0.137,-0.724,0.92,0,,
ORCL,2026-02-25,2.073,gap_2plus,PMH,early,09:52,0.88,TP,1.0,0.262,0.046,-0.09,-0.531,1,TP,1.0
ORCL,2026-03-11,11.298,gap_2plus,PMH,early,09:33,3.34,SL,-0.5,-0.806,-1.803,-2.897,-2.992,1,SL,-0.5
ORCL,2026-03-23,1.169,gap_1_2,PMH,early,09:39,0.64,TP,1.0,0.418,0.921,0.621,-0.444,1,TP,1.0
ORCL,2026-03-31,1.088,gap_1_2,PDH,early,09:35,0.76,SL,-0.5,0.658,0.573,1.161,1.175,1,SL,-0.5
ORCL,2026-04-08,4.98,gap_2plus,PMH,early,09:34,0.96,SL,-0.5,-3.395,-3.511,-4.264,-3.922,0,,
ORCL,2026-04-13,1.202,gap_1_2,PDH,early,09:33,2.37,TP,1.0,3.758,5.472,7.152,8.563,1,TP,1.0
ORCL,2026-04-14,7.915,gap_2plus,PMH,early,09:37,2.62,SL,-0.5,-2.917,-2.2,-3.237,-3.101,0,,
ORCL,2026-04-15,2.361,gap_2plus,PMH,early,09:32,1.81,TP,1.0,1.681,1.815,1.945,0.725,0,,
ORCL,2026-04-17,2.568,gap_2plus,PDH,mid,10:42,1.76,SL,-0.5,-0.424,-1.394,-1.549,-2.292,0,,
ORCL,2026-04-22,2.765,gap_2plus,PDH,early,09:47,1.12,SL,-0.5,0.479,0.329,0.856,1.053,0,,
ORCL,2026-05-04,2.426,gap_2plus,PMH,early,09:36,1.08,SL,-0.5,-0.151,1.496,1.164,1.703,0,,
ORCL,2026-05-13,1.199,gap_1_2,PMH,mid,10:25,0.47,SL,-0.5,0.36,-0.725,-0.491,-0.853,1,SL,-0.5
ORCL,2026-05-22,1.044,gap_1_2,PMH,early,09:32,0.49,TP,1.0,0.882,-0.215,0.525,0.273,1,TP,1.0
ORCL,2026-05-28,1.661,gap_1_2,PMH,early,09:33,1.28,SL,-0.5,-0.336,-0.104,3.207,3.461,0,,
ORCL,2026-05-29,2.602,gap_2plus,PMH,early,09:39,1.94,TP,1.0,1.193,1.217,2.87,3.763,1,TP,1.0
ORCL,2026-06-01,2.104,gap_2plus,PDH,early,09:33,2.31,TP,1.0,2.247,3.295,6.77,7.998,0,,
PCAR,2026-01-28,1.524,gap_1_2,PMH,early,09:31,1.53,SL,-0.5,-1.206,-1.588,-0.33,0.402,1,SL,-0.5
PCAR,2026-03-04,2.789,gap_2plus,PMH,early,09:44,1.58,SL,-0.5,0.288,0.399,0.088,-0.687,1,SL,-0.5
PCAR,2026-03-16,1.006,gap_1_2,PMH,early,09:51,0.81,SL,-0.5,-0.073,-0.736,-1.081,-1.387,1,SL,-0.5
PCAR,2026-03-23,3.054,gap_2plus,PDH,early,09:41,0.83,TP,1.0,1.013,0.753,0.985,0.441,1,TP,1.0
PCAR,2026-03-25,1.002,gap_1_2,PDH,mid,10:42,1.07,SL,-0.5,-0.124,-0.115,0.073,-0.021,1,SL,-0.5
PCAR,2026-03-30,1.1,gap_1_2,PMH,mid,10:02,0.73,SL,-0.5,0.022,-0.098,0.439,-0.066,1,SL,-0.5
PCAR,2026-03-31,1.112,gap_1_2,PDH,early,09:45,0.79,TP,1.0,-0.031,-0.281,0.075,0.364,1,TP,1.0
PCAR,2026-04-08,1.768,gap_1_2,PMH,early,09:31,1.45,TP,1.0,1.028,0.587,0.612,0.751,0,,
PCAR,2026-04-17,1.206,gap_1_2,PMH,early,09:31,1.19,SL,-0.5,0.802,0.786,0.563,1.135,1,SL,-0.5
PCAR,2026-05-06,1.825,gap_1_2,PMH,early,09:35,0.75,EOD,0.4139,0.19,0.47,-0.026,0.379,1,EOD,0.336
PCAR,2026-06-04,1.469,gap_1_2,PDH,early,09:33,2.38,SL,-0.5,-0.768,0.811,1.053,1.562,0,,
PCAR,2026-06-15,1.78,gap_1_2,PMH,early,09:31,0.95,SL,-0.5,-0.477,-0.867,-0.435,-0.374,1,EOD,-0.2151
PG,2025-12-17,1.026,gap_1_2,PMH,early,09:31,0.88,TP,1.0,0.3,0.472,0.815,0.818,1,EOD,0.51
PG,2026-01-22,1.404,gap_1_2,PMH,early,09:31,2.02,SL,-0.5,0.039,0.571,0.618,0.242,1,SL,-0.5
PG,2026-02-05,1.103,gap_1_2,PMH,early,09:33,1.26,SL,-0.5,-0.913,0.195,-0.296,-0.258,0,,
PG,2026-04-08,1.324,gap_1_2,PDH,early,09:32,1.23,SL,-0.5,0.014,-0.128,0.135,0.528,0,,
PG,2026-04-28,1.092,gap_1_2,PMH,early,09:33,1.01,SL,-0.5,-0.576,-0.17,0.413,0.413,0,,
PG,2026-05-06,1.021,gap_1_2,PMH,mid,10:12,0.96,TP,1.0,0.113,-0.13,0.372,0.587,1,TP,1.0
PG,2026-06-05,1.019,gap_1_2,PDH,early,09:37,1.47,TP,1.0,0.192,0.597,1.382,2.3,1,TP,1.0
PLTR,2025-12-18,2.363,gap_2plus,PMH,early,09:32,0.93,TP,1.0,0.335,2.041,1.921,1.358,1,SL,-0.5
PLTR,2026-02-18,2.127,gap_2plus,PMH,early,09:43,1.1,TP,1.0,1.542,1.731,1.038,0.893,1,TP,1.0
PLTR,2026-02-25,1.437,gap_1_2,PMH,early,09:31,0.86,SL,-0.5,1.127,1.742,2.967,2.519,1,SL,-0.5
PLTR,2026-03-02,2.762,gap_2plus,PMH,early,09:34,1.19,SL,-0.5,0.049,0.953,0.835,1.433,1,SL,-0.5
PLTR,2026-03-23,1.658,gap_1_2,PDH,early,09:33,1.16,TP,1.0,1.186,1.492,1.185,0.006,1,TP,1.0
PLTR,2026-03-25,1.706,gap_1_2,PMH,early,09:35,0.78,SL,-0.5,-0.195,0.09,-1.007,-1.724,1,SL,-0.5
PLTR,2026-03-31,1.803,gap_1_2,PMH,early,09:31,0.91,SL,-0.5,0.542,1.54,1.566,1.832,0,,
PLTR,2026-04-13,1.671,gap_1_2,PMH,mid,10:52,1.39,TP,1.0,0.117,0.174,0.088,0.403,1,SL,-0.5
PLTR,2026-04-14,1.579,gap_1_2,PMH,early,09:31,1.1,SL,-0.5,-0.125,0.85,-0.176,0.311,1,SL,-0.5
PLTR,2026-04-16,1.505,gap_1_2,PDH,mid,10:48,0.9,TP,1.0,0.056,0.336,0.151,0.102,1,TP,1.0
PLTR,2026-04-17,1.814,gap_1_2,PMH,early,09:37,0.97,TP,1.0,0.522,1.396,1.726,1.009,1,TP,1.0
PLTR,2026-04-22,1.637,gap_1_2,PMH,early,09:31,0.86,SL,-0.5,0.554,1.872,1.553,1.876,0,,
PLTR,2026-05-01,2.956,gap_2plus,PMH,mid,10:48,0.67,TP,1.0,0.223,0.533,-0.209,0.976,1,TP,1.0
PLTR,2026-05-04,2.547,gap_2plus,PMH,early,09:35,1.15,SL,-0.5,-1.659,-0.954,-1.935,-1.377,1,SL,-0.5
PLTR,2026-05-07,1.002,gap_1_2,PMH,early,09:35,0.96,TP,1.0,0.781,0.821,1.938,1.11,1,TP,1.0
PLTR,2026-05-29,3.118,gap_2plus,PMH,early,09:33,1.96,SL,-0.5,3.532,5.097,4.87,4.594,1,TP,1.0
PLTR,2026-06-01,2.165,gap_2plus,PDH,early,09:31,1.29,SL,-0.5,0.886,-1.127,1.45,2.052,1,TP,1.0
RTX,2026-01-08,2.843,gap_2plus,PDH,early,09:40,2.93,TP,1.0,-0.353,-1.82,-2.783,-3.595,1,TP,1.0
RTX,2026-01-27,2.816,gap_2plus,PDH,mid,10:13,2.4,TP,1.0,0.62,0.714,0.895,1.704,1,TP,1.0
RTX,2026-03-25,1.025,gap_1_2,PDH,early,09:34,0.67,SL,-0.5,0.041,0.077,-0.044,0.19,1,SL,-0.5
RTX,2026-03-30,1.492,gap_1_2,PMH,early,09:31,0.79,SL,-0.5,-1.189,-1.722,-1.837,-2.321,0,,
RTX,2026-03-31,1.09,gap_1_2,PMH,mid,10:16,0.72,TP,1.0,0.406,0.694,0.551,0.688,1,TP,1.0
RTX,2026-04-28,1.073,gap_1_2,PMH,early,09:31,1.25,SL,-0.5,-0.563,-1.115,-0.765,-1.199,0,,
RTX,2026-05-06,1.117,gap_1_2,PDH,early,09:38,1.14,TP,1.0,0.714,1.686,1.397,1.093,1,TP,1.0
RTX,2026-06-04,2.247,gap_2plus,PMH,early,09:31,0.91,TP,1.0,0.818,0.653,-0.011,0.185,1,SL,-0.5
SCHW,2026-01-22,1.208,gap_1_2,PDH,mid,10:16,1.82,SL,-0.5,0.043,0.062,-0.119,-0.224,1,SL,-0.5
SCHW,2026-02-06,1.235,gap_1_2,PMH,early,09:31,0.82,TP,1.0,0.372,0.793,0.532,0.938,1,TP,1.0
SCHW,2026-03-04,1.008,gap_1_2,BOTH,mid,10:12,0.54,EOD,-0.052,-0.281,0.0,0.198,0.062,1,EOD,0.0313
SCHW,2026-03-16,1.139,gap_1_2,PDH,mid,10:48,0.84,TP,1.0,0.565,1.012,0.032,-0.256,1,SL,-0.5
SCHW,2026-03-31,1.016,gap_1_2,PDH,early,09:50,1.11,SL,-0.5,-0.724,-1.502,-1.331,-0.346,1,SL,-0.5
SCHW,2026-04-01,1.096,gap_1_2,PDH,mid,11:43,2.28,SL,-0.5,0.648,0.265,-0.393,-1.391,1,SL,-0.5
SCHW,2026-04-15,1.037,gap_1_2,PMH,early,09:31,1.19,TP,1.0,-0.426,-0.09,-0.208,-0.176,1,SL,-0.5
SCHW,2026-05-15,1.151,gap_1_2,PDH,early,09:54,1.33,SL,-0.5,-0.347,-0.477,-0.758,-1.581,1,SL,-0.5
SCHW,2026-06-04,1.016,gap_1_2,BOTH,early,09:57,1.02,TP,1.0,0.302,0.051,0.177,0.805,1,EOD,0.3708
T,2026-01-30,1.573,gap_1_2,PMH,early,09:32,1.81,SL,-0.5,-0.313,0.274,1.036,0.469,0,,
T,2026-04-28,1.646,gap_1_2,PMH,early,09:49,0.85,TP,1.0,0.866,0.885,1.174,0.539,1,TP,1.0
T,2026-06-04,1.358,gap_1_2,PMH,early,09:39,2.41,SL,-0.5,-0.877,-1.92,-4.3,-4.926,0,,
TSLA,2025-12-18,2.346,gap_2plus,PMH,early,09:43,0.87,SL,-0.5,-0.016,1.059,2.149,2.041,1,SL,-0.5
TSLA,2025-12-22,1.849,gap_1_2,BOTH,early,09:31,0.88,SL,-0.5,-0.488,-1.362,-0.42,0.155,1,SL,-0.5
TSLA,2026-01-05,2.214,gap_2plus,PMH,early,09:33,0.84,TP,1.0,0.718,1.434,1.056,1.296,1,TP,1.0
TSLA,2026-01-29,1.432,gap_1_2,PDH,early,09:31,1.31,SL,-0.5,-3.596,-3.645,-3.913,-3.242,0,,
TSLA,2026-01-30,2.24,gap_2plus,PMH,mid,10:06,1.36,TP,1.0,0.981,1.645,1.519,1.392,1,TP,1.0
TSLA,2026-03-04,1.401,gap_1_2,PMH,early,09:33,1.16,SL,-0.5,-1.106,0.819,0.412,0.469,0,,
TSLA,2026-03-16,1.291,gap_1_2,PMH,early,09:31,0.98,TP,1.0,0.74,0.72,0.439,-0.404,0,,
TSLA,2026-03-23,1.413,gap_1_2,PDH,early,09:39,1.18,TP,1.0,0.379,0.877,0.454,-0.607,1,TP,1.0
TSLA,2026-03-25,1.801,gap_1_2,PMH,early,09:32,0.94,SL,-0.5,-0.21,0.229,-0.141,-0.876,1,SL,-0.5
TSLA,2026-03-30,1.133,gap_1_2,PMH,early,09:31,1.09,SL,-0.5,-0.751,-1.007,-1.288,-1.826,0,,
TSLA,2026-04-01,1.867,gap_1_2,PMH,mid,10:58,0.91,SL,-0.5,-0.018,0.349,0.034,-0.488,1,SL,-0.5
TSLA,2026-04-08,4.972,gap_2plus,PDH,mid,10:34,1.23,SL,-0.5,-0.029,-0.552,-0.388,0.08,1,SL,-0.5
TSLA,2026-04-14,1.491,gap_1_2,PMH,early,09:31,0.9,SL,-0.5,-0.618,0.464,0.687,1.709,0,,
TSLA,2026-04-17,1.834,gap_1_2,PDH,early,09:37,1.37,TP,1.0,-0.2,1.252,3.463,2.984,1,TP,1.0
TXN,2025-12-18,1.485,gap_1_2,PMH,early,09:40,0.96,SL,-0.5,0.056,0.582,0.497,0.232,0,,
TXN,2025-12-22,1.804,gap_1_2,PDH,mid,10:32,0.7,EOD,0.2551,0.23,0.193,0.426,0.74,1,EOD,0.1933
TXN,2026-01-02,1.141,gap_1_2,BOTH,early,09:33,1.19,SL,-0.5,0.062,-0.514,0.458,-0.102,1,SL,-0.5
TXN,2026-01-06,1.645,gap_1_2,PDH,early,09:32,2.84,TP,1.0,2.828,3.3,4.7,4.924,1,TP,1.0
TXN,2026-01-22,1.476,gap_1_2,PDH,mid,10:10,1.43,SL,-0.5,-0.486,-0.674,-0.641,-0.776,0,,
TXN,2026-03-16,1.944,gap_1_2,PDH,mid,10:00,0.74,SL,-0.5,-0.343,-0.144,0.263,0.686,1,SL,-0.5
TXN,2026-03-23,3.91,gap_2plus,PDH,early,09:43,1.02,SL,-0.5,0.226,0.189,0.58,-0.333,1,SL,-0.5
TXN,2026-03-25,1.485,gap_1_2,PMH,early,09:31,0.74,SL,-0.5,-0.941,-0.759,-0.572,-0.28,1,SL,-0.5
TXN,2026-03-31,2.087,gap_2plus,PMH,early,09:58,1.01,SL,-0.5,-0.743,-1.27,-0.497,0.46,1,SL,-0.5
TXN,2026-04-06,1.088,gap_1_2,PMH,mid,10:09,0.81,TP,1.0,0.615,0.251,0.627,0.135,1,SL,-0.5
TXN,2026-04-08,3.57,gap_2plus,PMH,early,09:31,1.44,SL,-0.5,-1.08,-0.796,-0.757,-0.891,1,SL,-0.5
TXN,2026-04-09,1.733,gap_1_2,PMH,early,09:53,1.02,TP,1.0,0.295,0.326,1.027,0.844,1,TP,1.0
TXN,2026-04-17,2.317,gap_2plus,PMH,mid,11:53,1.29,SL,-0.5,0.059,-0.083,-0.135,-0.243,1,SL,-0.5
TXN,2026-04-20,1.014,gap_1_2,PDH,early,09:34,1.32,TP,1.0,0.52,0.642,0.861,0.763,1,TP,1.0
TXN,2026-04-22,1.387,gap_1_2,PDH,early,09:32,1.94,SL,-0.5,0.595,-0.04,-0.502,-0.39,1,SL,-0.5
TXN,2026-04-23,10.114,gap_2plus,PMH,early,09:31,5.51,TP,1.0,2.194,2.828,4.516,5.061,0,,
TXN,2026-04-29,1.764,gap_1_2,PMH,early,09:31,0.94,SL,-0.5,-0.676,-0.93,-0.577,-1.029,0,,
TXN,2026-05-11,1.132,gap_1_2,PMH,early,09:31,1.03,TP,1.0,-0.005,-0.772,0.368,0.7,1,SL,-0.5
TXN,2026-05-13,2.54,gap_2plus,PMH,early,09:33,0.85,TP,1.0,0.68,0.392,0.22,0.7,1,SL,-0.5
TXN,2026-05-18,1.949,gap_1_2,BOTH,early,09:32,0.69,SL,-0.5,-2.234,-2.42,-2.224,-2.456,1,SL,-0.5
TXN,2026-05-26,2.988,gap_2plus,PMH,early,09:35,1.11,TP,1.0,0.816,1.738,0.922,0.956,1,TP,1.0
TXN,2026-06-02,2.892,gap_2plus,BOTH,early,09:38,1.45,SL,-0.5,-0.394,-0.091,0.27,-0.132,1,SL,-0.5
TXN,2026-06-08,3.141,gap_2plus,PMH,mid,11:05,0.92,SL,-0.5,-0.749,-0.761,-0.937,-0.79,1,SL,-0.5
TXN,2026-06-11,2.525,gap_2plus,PMH,early,09:46,1.08,SL,-0.5,-0.254,-0.745,-0.416,-0.643,1,SL,-0.5
TXN,2026-06-15,3.009,gap_2plus,PMH,early,09:50,0.79,SL,-0.5,-0.895,-0.913,-0.771,-0.376,1,SL,-0.5
UNH,2026-01-06,1.818,gap_1_2,PMH,early,09:36,1.66,SL,-0.5,-0.324,0.07,0.013,0.755,1,SL,-0.5
UNH,2026-02-25,1.21,gap_1_2,PMH,early,09:34,0.86,TP,1.0,0.79,1.255,1.059,1.073,1,TP,1.0
UNH,2026-04-01,1.342,gap_1_2,PDH,early,09:44,0.76,SL,-0.5,-0.325,-0.123,0.523,0.27,1,TP,1.0
UNH,2026-04-17,1.157,gap_1_2,PDH,early,09:31,1.01,TP,1.0,0.935,1.235,1.393,1.714,1,TP,1.0
UNH,2026-04-21,9.119,gap_2plus,PMH,early,09:44,3.36,SL,-0.5,-0.323,-0.537,-2.113,-1.329,1,SL,-0.5
UNH,2026-04-22,1.439,gap_1_2,PDH,mid,11:09,1.47,SL,-0.5,-0.612,-0.579,-0.594,-1.448,1,SL,-0.5
UNP,2026-01-27,1.736,gap_1_2,BOTH,early,09:36,2.07,TP,1.0,0.346,1.314,-0.174,0.187,0,,
UNP,2026-03-23,1.856,gap_1_2,PMH,early,09:41,0.79,EOD,-0.3177,0.061,0.006,0.383,-0.054,1,EOD,-0.1131
UNP,2026-03-30,1.198,gap_1_2,PMH,mid,10:02,0.75,SL,-0.5,0.275,0.247,0.152,0.319,1,SL,-0.5
UNP,2026-04-08,1.771,gap_1_2,PMH,early,09:32,1.32,SL,-0.5,-0.038,-0.983,-1.188,-1.498,1,SL,-0.5
V,2026-03-30,1.09,gap_1_2,PMH,early,09:35,1.16,SL,-0.5,-0.676,-0.385,-0.02,0.308,1,SL,-0.5
V,2026-04-08,1.736,gap_1_2,PMH,early,09:33,0.81,SL,-0.5,-0.662,-0.311,-0.487,-0.326,1,SL,-0.5
V,2026-04-29,8.758,gap_2plus,PMH,mid,10:15,3.1,TP,1.0,0.502,-0.076,0.172,-0.03,1,SL,-0.5
VZ,2026-01-30,5.514,gap_2plus,PMH,early,09:31,4.66,SL,-0.5,-0.502,0.689,1.939,2.558,0,,
VZ,2026-02-04,1.212,gap_1_2,PDH,early,09:33,1.29,SL,-0.5,0.706,-0.406,-0.235,0.032,0,,
VZ,2026-02-19,1.759,gap_1_2,PMH,early,09:31,0.59,SL,-0.5,0.143,0.348,-0.338,-0.269,1,SL,-0.5
VZ,2026-06-04,1.04,gap_1_2,PMH,early,09:31,2.04,SL,-0.5,-0.824,-1.279,-3.783,-3.614,0,,
VZ,2026-06-10,1.508,gap_1_2,PMH,early,09:39,1.31,SL,-0.5,-0.463,-0.087,0.836,0.675,0,,
VZ,2026-06-12,1.044,gap_1_2,PMH,early,09:33,1.12,TP,1.0,0.39,0.981,1.098,1.509,1,TP,1.0
WMT,2026-02-19,1.335,gap_1_2,BOTH,early,09:38,1.73,SL,-0.5,-0.395,0.031,-2.073,-1.789,1,SL,-0.5
XOM,2026-01-05,2.096,gap_2plus,PDH,mid,10:10,2.4,TP,1.0,1.441,1.347,2.003,2.308,1,TP,1.0
XOM,2026-01-20,1.263,gap_1_2,PMH,mid,10:04,0.95,SL,-0.5,-0.125,-0.388,-0.547,-0.699,1,SL,-0.5
XOM,2026-01-23,1.07,gap_1_2,PMH,early,09:33,1.05,SL,-0.5,-0.262,-0.225,-0.302,-0.354,1,SL,-0.5
XOM,2026-01-29,1.992,gap_1_2,PMH,early,09:31,1.99,TP,1.0,-0.075,-0.639,-0.625,-0.71,1,SL,-0.5
XOM,2026-02-11,1.59,gap_1_2,PMH,early,09:31,1.09,TP,1.0,0.415,0.564,1.441,0.955,1,TP,1.0
XOM,2026-02-18,1.306,gap_1_2,PMH,early,09:31,0.92,SL,-0.5,0.171,0.161,0.693,0.773,1,TP,1.0
XOM,2026-02-27,1.642,gap_1_2,PDH,early,09:36,0.87,SL,-0.5,-0.989,-1.022,-0.995,0.017,1,SL,-0.5
XOM,2026-03-02,4.437,gap_2plus,PDH,mid,10:31,1.52,SL,-0.5,0.049,0.084,-0.295,0.321,1,EOD,0.2731
XOM,2026-04-02,2.301,gap_2plus,PMH,early,09:40,1.07,SL,-0.5,-2.809,-3.523,-3.889,-3.745,0,,
XOM,2026-04-28,2.261,gap_2plus,PMH,early,09:31,0.73,SL,-0.5,-0.942,-1.001,0.155,-0.079,0,,
XOM,2026-05-11,1.122,gap_1_2,BOTH,early,09:49,0.92,TP,1.0,-0.003,0.869,0.938,1.531,1,TP,1.0
XOM,2026-06-01,1.163,gap_1_2,PMH,early,09:40,1.09,TP,1.0,0.554,0.702,0.115,0.628,1,EOD,0.823
XOM,2026-06-10,1.619,gap_1_2,PDH,early,09:32,1.0,SL,-0.5,-0.642,-0.331,0.053,0.129,0,,
