direction,window,tp1,runner,stop,n,wr,pf,ev,total,max_dd,worst_streak
BOTH,9:30-12:00,0.60%,1.50%,0.50%,90,0.3888888888888889,0.7061052768366,-0.0008218808723270041,-0.07396927850943037,-0.10424283932009465,11
BOTH,9:30-10:30,0.60%,1.50%,0.40%,67,0.34328358208955223,0.7058168150156502,-0.0007747026854873748,-0.05190507992765411,-0.07020877470840137,11
BOTH,9:30-12:00,0.40%,2.00%,0.40%,90,0.43333333333333335,0.7052336825496475,-0.0006662098858638406,-0.05995888972774566,-0.08483245053840995,8
BOTH,9:30-11:00,0.60%,1.00%,0.50%,76,0.39473684210526316,0.7050041186018118,-0.0008067006858739723,-0.0613092521264219,-0.0814970324381821,11
BOTH,9:30-10:30,0.50%,2.00%,0.40%,67,0.373134328358209,0.7034678147800905,-0.0007507526869306799,-0.05030043002435555,-0.06660412480510282,8
BOTH,9:30-12:00,0.40%,1.50%,0.30%,90,0.3888888888888889,0.6907566548131445,-0.0006195637148128154,-0.055760734333153386,-0.07463421794370759,8
BOTH,9:30-11:00,0.50%,1.00%,0.50%,76,0.4473684210526316,0.6874006291242342,-0.0007986850993898919,-0.06070006755363178,-0.07198784786539195,8
BOTH,9:30-12:00,0.50%,1.00%,0.40%,90,0.4111111111111111,0.6814621267199561,-0.0007427950840209093,-0.06685155756188184,-0.08853933787364202,8
BOTH,9:30-10:30,0.60%,1.50%,0.30%,67,0.29850746268656714,0.6734140409304437,-0.0007548867002979032,-0.050577408919959516,-0.059794461084784686,11
BOTH,9:30-10:30,0.40%,2.00%,0.30%,67,0.3582089552238806,0.6729214945000394,-0.0006944707262432758,-0.04652953865829948,-0.055467964250264755,8
BOTH,9:30-11:00,0.40%,1.50%,0.50%,76,0.47368421052631576,0.667569894635499,-0.000816728414247162,-0.06207135948278431,-0.07432865092020477,8
BOTH,9:30-12:00,0.50%,1.50%,0.50%,90,0.43333333333333335,0.6667648068885464,-0.0008813474938345059,-0.07932127444510553,-0.09719483525576984,8
BOTH,9:30-11:00,0.40%,1.00%,0.40%,76,0.4473684210526316,0.6607843029819563,-0.0007478642478456827,-0.056837682836271886,-0.06662546314803205,8
BOTH,9:30-10:30,0.50%,2.00%,0.50%,67,0.40298507462686567,0.6601325930428257,-0.0009627518727083228,-0.06450437547145763,-0.0722594899993099,8
BOTH,9:30-12:00,0.60%,1.00%,0.50%,90,0.3888888888888889,0.6536772800453395,-0.0009684965286863782,-0.08716468758177404,-0.1067524678935342,11
BOTH,9:30-10:30,0.50%,1.50%,0.30%,67,0.34328358208955223,0.6530946892365412,-0.0007541722187805894,-0.05052953865829948,-0.05696796425026475,8
BOTH,9:30-10:30,0.60%,1.50%,0.50%,67,0.3582089552238806,0.6508252184464192,-0.0010321250676982453,-0.06915237953578243,-0.07686413990260843,11
BOTH,9:30-12:00,0.40%,1.00%,0.30%,90,0.3888888888888889,0.6506363610671219,-0.0006999440321892416,-0.06299496289703174,-0.07436844650758594,8
BOTH,9:30-12:00,0.40%,1.50%,0.40%,90,0.43333333333333335,0.6437819281082308,-0.0008050987747527295,-0.07245888972774565,-0.08733245053840995,8
BOTH,9:30-12:00,0.40%,2.00%,0.50%,90,0.45555555555555555,0.6436618494540255,-0.000912920390831641,-0.0821628351748477,-0.09812012661226815,8
BOTH,9:30-10:30,0.50%,1.50%,0.40%,67,0.373134328358209,0.6297775438727821,-0.0009373198511097846,-0.06280043002435556,-0.06910412480510282,8
BOTH,9:30-12:00,0.50%,1.00%,0.50%,90,0.43333333333333335,0.6258705126658798,-0.0009895055889887101,-0.0890555030089839,-0.09874328332074407,8
BOTH,9:30-10:30,0.60%,1.00%,0.40%,67,0.34328358208955223,0.6237772240556053,-0.000990745935669786,-0.06637997768987565,-0.0727184032818409,11
BOTH,9:30-11:00,0.40%,1.00%,0.50%,76,0.47368421052631576,0.6195286171868396,-0.0009347582668864991,-0.07104162828337393,-0.07633666774023386,8
BOTH,9:30-10:30,0.40%,2.00%,0.40%,67,0.40298507462686567,0.6160947982711179,-0.0009349550858820556,-0.06264199075409772,-0.065580416346063,8
BOTH,9:30-10:30,0.60%,1.00%,0.30%,67,0.29850746268656714,0.6122331967781055,-0.0008963030848086725,-0.06005230668218106,-0.06399073227414631,11
BOTH,9:30-12:00,0.40%,1.00%,0.40%,90,0.43333333333333335,0.608217445125788,-0.0008854790921291556,-0.07969311829162401,-0.08888089860338418,8
BOTH,9:30-10:30,0.40%,1.50%,0.30%,67,0.3582089552238806,0.6026266850238616,-0.0008437244575865595,-0.05652953865829949,-0.06046796425026475,8
SHORT,9:30-10:00,0.60%,2.00%,0.40%,26,0.2692307692307692,0.5954693123349608,-0.0011400023056884862,-0.029640059947900643,-0.05104688986642484,11
BOTH,9:30-10:30,0.50%,1.00%,0.30%,67,0.34328358208955223,0.5946446457948441,-0.0008812426255530705,-0.05904325591205572,-0.06048168150402096,8
BOTH,9:30-10:30,0.50%,1.50%,0.50%,67,0.40298507462686567,0.5942712843189776,-0.0011493190368874271,-0.07700437547145762,-0.07460437547145767,8
BOTH,9:30-12:00,0.40%,1.50%,0.50%,90,0.45555555555555555,0.589449663709147,-0.00105180927972053,-0.0946628351748477,-0.10312012661226816,8
SHORT,9:30-10:00,0.60%,2.00%,0.50%,26,0.3076923076923077,0.5790992657576624,-0.0013415440081876184,-0.03488014421287808,-0.05428697413140227,10
BOTH,9:30-10:30,0.40%,2.00%,0.50%,67,0.43283582089552236,0.5785437811298924,-0.001146954271659698,-0.07684593620119975,-0.07544593620119981,8
BOTH,9:30-10:30,0.60%,1.00%,0.50%,67,0.3582089552238806,0.5777363486481092,-0.0012481683178806563,-0.08362727729800397,-0.08022727729800401,11
BOTH,9:30-10:30,0.50%,1.00%,0.40%,67,0.373134328358209,0.5648492392227186,-0.0011017036907180863,-0.07381414727811178,-0.0719141472781118,8
BOTH,9:30-12:00,0.40%,1.00%,0.50%,90,0.45555555555555555,0.5580749962990768,-0.0011321895970969563,-0.10189706373872606,-0.10340829536871975,8
BOTH,9:30-10:30,0.40%,1.50%,0.40%,67,0.40298507462686567,0.554809197812488,-0.0010842088172253392,-0.07264199075409772,-0.07174199075409775,8
BOTH,9:30-10:30,0.40%,1.00%,0.30%,67,0.3582089552238806,0.5427796717951775,-0.0009707948643590404,-0.0650432559120557,-0.06464325591205572,8
BOTH,9:30-10:30,0.50%,1.00%,0.50%,67,0.40298507462686567,0.5362410577392328,-0.0013137028764957292,-0.08801809272521385,-0.08311809272521388,8
SHORT,9:30-10:00,0.60%,1.50%,0.40%,26,0.2692307692307692,0.5272287810445219,-0.0013323099979961788,-0.03464005994790065,-0.05104688986642484,11
BOTH,9:30-10:30,0.40%,1.50%,0.50%,67,0.43283582089552236,0.5236994731932122,-0.0012962080030029816,-0.08684593620119976,-0.08294593620119982,8
SHORT,9:30-10:00,0.40%,2.00%,0.40%,26,0.38461538461538464,0.5196161452016803,-0.0011531392568324163,-0.029981620677642824,-0.043181620677642835,7
SHORT,9:30-10:00,0.60%,1.50%,0.50%,26,0.3076923076923077,0.518763974184106,-0.0015338517004953108,-0.03988014421287808,-0.05428697413140227,10
SHORT,9:30-10:00,0.40%,2.00%,0.50%,26,0.4230769230769231,0.5112008926961856,-0.0013162194208700098,-0.03422170494262026,-0.04742170494262027,6
BOTH,9:30-10:30,0.40%,1.00%,0.40%,67,0.40298507462686567,0.5026323704093433,-0.0012112792239978199,-0.08115570800785393,-0.07775570800785397,8
SHORT,9:30-10:00,0.40%,2.00%,0.30%,26,0.3076923076923077,0.49067190388168397,-0.001166983089204478,-0.030341560319316424,-0.04354156031931641,7
SHORT,9:30-10:00,0.50%,2.00%,0.30%,26,0.2692307692307692,0.4864115090094079,-0.0012439061661275548,-0.032341560319316426,-0.041041560319316425,7
SHORT,9:30-10:00,0.40%,1.50%,0.40%,26,0.38461538461538464,0.47955961690695237,-0.0012492931029862624,-0.03248162067764282,-0.043181620677642835,7
BOTH,9:30-10:30,0.40%,1.00%,0.50%,67,0.43283582089552236,0.4770065801181288,-0.0014232784097754623,-0.09535965345495598,-0.08995965345495606,8
SHORT,9:30-10:00,0.40%,1.50%,0.50%,26,0.4230769230769231,0.4754926259599588,-0.001412373267023856,-0.036721704942620254,-0.04742170494262027,6
SHORT,9:30-10:00,0.50%,2.00%,0.40%,26,0.3076923076923077,0.47524415831517675,-0.0013900023056884865,-0.03614005994790065,-0.046181620677642844,7
SHORT,9:30-10:00,0.50%,2.00%,0.50%,26,0.34615384615384615,0.47231162537070137,-0.0015723132389568494,-0.04088014421287808,-0.050921704942620286,6
SHORT,9:30-10:00,0.60%,2.00%,0.30%,26,0.23076923076923078,0.46752095178148534,-0.00135929078151217,-0.03534156031931642,-0.04454156031931642,11
SHORT,9:30-10:00,0.60%,1.00%,0.40%,26,0.2692307692307692,0.4662863126850599,-0.0015040511206416405,-0.03910532913668265,-0.05104688986642484,11
SHORT,9:30-10:00,0.60%,1.00%,0.50%,26,0.3076923076923077,0.46488131049219034,-0.0017055928231407727,-0.04434541340166009,-0.05428697413140227,10
SHORT,9:30-10:00,0.40%,1.50%,0.30%,26,0.3076923076923077,0.4487056955886598,-0.001263136935358324,-0.032841560319316426,-0.04354156031931641,7
SHORT,9:30-10:00,0.40%,1.00%,0.40%,26,0.38461538461538464,0.4480708725600711,-0.0013248803794778778,-0.03444688986642482,-0.042646889866424835,7
SHORT,9:30-10:00,0.40%,1.00%,0.50%,26,0.4230769230769231,0.44742208339935247,-0.0014879605435154713,-0.038686974131402256,-0.04688697413140227,6
SHORT,9:30-10:00,0.50%,1.50%,0.30%,26,0.2692307692307692,0.44671116014560824,-0.001340060012281401,-0.03484156031931643,-0.041041560319316425,7
SHORT,9:30-10:00,0.50%,1.50%,0.50%,26,0.34615384615384615,0.440041168356079,-0.0016684670851106957,-0.043380144212878086,-0.050921704942620286,6
SHORT,9:30-10:00,0.50%,1.50%,0.40%,26,0.3076923076923077,0.4389440081188773,-0.0014861561518423327,-0.03864005994790065,-0.046181620677642844,7
SHORT,9:30-11:00,0.50%,2.00%,0.30%,46,0.2608695652173913,0.4353521493319096,-0.0013705969063164936,-0.06304745769055871,-0.06494745769055871,8
SHORT,9:30-12:00,0.60%,2.00%,0.40%,53,0.24528301886792453,0.4320870322747939,-0.0016718944306788415,-0.0886104048259786,-0.10940381954034427,12
SHORT,9:30-10:00,0.60%,1.50%,0.30%,26,0.23076923076923078,0.42985431769632576,-0.0014554446276660163,-0.037841560319316424,-0.04454156031931642,11
SHORT,9:30-11:00,0.60%,2.00%,0.40%,46,0.2391304347826087,0.4279060674705543,-0.0017134549811720695,-0.0788189291339152,-0.08908994481473434,12
SHORT,9:30-11:00,0.60%,2.00%,0.50%,46,0.2608695652173913,0.41824366139097396,-0.0019144832335226852,-0.08806622874204352,-0.091391597298652,12
SHORT,9:30-12:00,0.50%,2.00%,0.30%,53,0.24528301886792453,0.41739290366205206,-0.0014214893091060775,-0.07533893338262211,-0.0772389333826221,9
SHORT,9:30-10:00,0.40%,1.00%,0.30%,26,0.3076923076923077,0.4157157371373445,-0.001338724211849939,-0.034806829508098415,-0.04300682950809841,7
SHORT,9:30-10:00,0.50%,1.00%,0.30%,26,0.2692307692307692,0.41550241118323944,-0.0014156472887730163,-0.036806829508098424,-0.040506829508098426,7
SHORT,9:30-10:00,0.50%,1.00%,0.50%,26,0.34615384615384615,0.4146731144045784,-0.0017440543616023111,-0.04534541340166009,-0.050386974131402286,6
SHORT,9:30-11:00,0.50%,1.00%,0.30%,46,0.2608695652173913,0.4136625218170251,-0.0014232451831776981,-0.06546927842617412,-0.06236927842617411,8
SHORT,9:30-12:00,0.60%,2.00%,0.50%,53,0.2641509433962264,0.4133815465355237,-0.0019218434798888102,-0.10185770443410694,-0.11565111914847259,12
SHORT,9:30-11:00,0.40%,2.00%,0.30%,46,0.2826086956521739,0.41299996864920147,-0.0013814664715338847,-0.0635474576905587,-0.06994745769055871,8
SHORT,9:30-11:00,0.50%,1.50%,0.30%,46,0.2608695652173913,0.4129623547489376,-0.0014249447324034502,-0.06554745769055871,-0.06494745769055871,8
SHORT,9:30-12:00,0.50%,1.00%,0.30%,53,0.24528301886792453,0.41208966180219475,-0.0014344285638023821,-0.07602471388152625,-0.0770485402701215,9
SHORT,9:30-10:00,0.50%,1.00%,0.40%,26,0.3076923076923077,0.4104081814272988,-0.0015617434283339482,-0.040605329136682654,-0.04604688986642484,7
SHORT,9:30-11:00,0.50%,2.00%,0.50%,46,0.32608695652173914,0.4043946083732262,-0.0018144803247691031,-0.08346609493937875,-0.0862914634959872,8
SHORT,9:30-10:00,0.60%,1.00%,0.30%,26,0.23076923076923078,0.40024428753124974,-0.0015310319041576315,-0.03980682950809842,-0.04400682950809842,11
SHORT,9:30-12:00,0.60%,1.50%,0.40%,53,0.24528301886792453,0.400041531024657,-0.001766234053320351,-0.0936104048259786,-0.10940381954034427,12
SHORT,9:30-11:00,0.40%,2.00%,0.50%,46,0.3695652173913043,0.398486721482255,-0.0017349490362852374,-0.07980765566912092,-0.08579146349598721,8
SHORT,9:30-12:00,0.50%,1.50%,0.30%,53,0.24528301886792453,0.3980600345139359,-0.0014686591204268323,-0.07783893338262211,-0.0772389333826221,9
SHORT,9:30-12:00,0.60%,1.00%,0.40%,53,0.24528301886792453,0.3956462950576668,-0.0017791733080166554,-0.09429618532488274,-0.10940381954034427,12
SHORT,9:30-12:00,0.50%,2.00%,0.40%,53,0.2830188679245283,0.3951317707131073,-0.001680257078949813,-0.08905362518434008,-0.09703743301120633,8
SHORT,9:30-12:00,0.50%,2.00%,0.50%,53,0.32075471698113206,0.39493590155567276,-0.0018539164270083425,-0.09825757063144215,-0.10524137845830842,8
SHORT,9:30-12:00,0.40%,2.00%,0.30%,53,0.2641509433962264,0.3937189900549381,-0.0014403572336343792,-0.0763389333826221,-0.07773893338262211,8
SHORT,9:30-11:00,0.50%,2.00%,0.40%,46,0.2826086956521739,0.39318828022914576,-0.001701351075919058,-0.07826214949227667,-0.08208751804888512,8
SHORT,9:30-11:00,0.60%,1.50%,0.40%,46,0.2391304347826087,0.3916144089301645,-0.0018221506333459827,-0.0838189291339152,-0.08908994481473434,12
SHORT,9:30-11:00,0.40%,2.00%,0.40%,46,0.32608695652173914,0.3910610392354511,-0.0016218197874351922,-0.07460371022201884,-0.08158751804888512,8
SHORT,9:30-12:00,0.50%,1.00%,0.50%,53,0.32075471698113206,0.3907129072700055,-0.0018668556817046467,-0.09894335113034627,-0.1010433511303463,8
SHORT,9:30-11:00,0.40%,1.00%,0.30%,46,0.2826086956521739,0.3906291469138188,-0.0014341147483950892,-0.0659692784261741,-0.0675692784261741,8
SHORT,9:30-12:00,0.50%,1.00%,0.40%,53,0.2830188679245283,0.390473826298234,-0.0016931963336461174,-0.08973940568324422,-0.09634703989870573,8
SHORT,9:30-11:00,0.40%,1.50%,0.30%,46,0.2826086956521739,0.38990699008312074,-0.0014358142976208413,-0.0660474576905587,-0.06994745769055871,8
SHORT,9:30-12:00,0.40%,1.00%,0.30%,53,0.2641509433962264,0.3882725464768979,-0.0014532964883306836,-0.07702471388152624,-0.0755485402701215,8
SHORT,9:30-11:00,0.50%,1.00%,0.50%,46,0.32608695652173914,0.38711274693315634,-0.0018671286016303079,-0.08588791567499417,-0.08382947640473636,8
SHORT,9:30-11:00,0.50%,1.50%,0.50%,46,0.32608695652173914,0.3865548678157172,-0.0018688281508560597,-0.08596609493937875,-0.0862914634959872,8
SHORT,9:30-12:00,0.40%,2.00%,0.40%,53,0.32075471698113206,0.3862657616479609,-0.001630097847435514,-0.08639518591408224,-0.09337899374094852,8
SHORT,9:30-11:00,0.60%,1.50%,0.50%,46,0.2608695652173913,0.38521418193449236,-0.0020231788856965986,-0.09306622874204352,-0.093891597298652,12
SHORT,9:30-12:00,0.60%,1.50%,0.50%,53,0.2641509433962264,0.3845855680318079,-0.0020161831025303197,-0.10685770443410694,-0.11565111914847259,12
SHORT,9:30-12:00,0.40%,2.00%,0.50%,53,0.3584905660377358,0.38296693548356237,-0.0018037571954940441,-0.09559913136118434,-0.10158293918805061,8
SHORT,9:30-12:00,0.40%,1.00%,0.40%,53,0.32075471698113206,0.38139411321386685,-0.0016430371021318184,-0.08708096641298638,-0.09018860062844793,8
SHORT,9:30-12:00,0.60%,1.00%,0.50%,53,0.2641509433962264,0.38063602393086576,-0.0020291223572266237,-0.10754348493301105,-0.11565111914847259,12
SHORT,9:30-11:00,0.40%,1.00%,0.50%,46,0.3695652173913043,0.38023336823627146,-0.001787597313146442,-0.08222947640473634,-0.08382947640473637,8
SHORT,9:30-11:00,0.60%,2.00%,0.30%,46,0.1956521739130435,0.3800370190871292,-0.001642336036751276,-0.07554745769055869,-0.0779474576905587,15
SHORT,9:30-11:00,0.40%,1.50%,0.50%,46,0.3695652173913043,0.3796441282036229,-0.001789296862372194,-0.08230765566912092,-0.08579146349598721,8
SHORT,9:30-12:00,0.50%,1.50%,0.50%,53,0.32075471698113206,0.3795410547628011,-0.0019010862383290973,-0.10075757063144215,-0.10524137845830842,8
SHORT,9:30-12:00,0.40%,1.00%,0.50%,53,0.3584905660377358,0.3785406479556379,-0.0018166964501903481,-0.09628491186008845,-0.09788491186008849,8
SHORT,9:30-12:00,0.50%,1.50%,0.40%,53,0.2830188679245283,0.37815132134805274,-0.0017274268902705676,-0.09155362518434008,-0.09703743301120633,8
SHORT,9:30-11:00,0.50%,1.00%,0.40%,46,0.2826086956521739,0.3744105030394132,-0.0017539993527802631,-0.0806839702278921,-0.07950933878450055,8
SHORT,9:30-11:00,0.60%,1.00%,0.40%,46,0.2391304347826087,0.3740360306935665,-0.0018747989102071874,-0.08624074986953062,-0.08908994481473434,12
SHORT,9:30-12:00,0.60%,2.00%,0.30%,53,0.18867924528301888,0.3739748128959789,-0.0016479044034457002,-0.08733893338262211,-0.09154854027012148,15
SHORT,9:30-12:00,0.40%,1.50%,0.30%,53,0.2641509433962264,0.37386408171785496,-0.001487527044955134,-0.0788389333826221,-0.07773893338262211,8
SHORT,9:30-11:00,0.50%,1.50%,0.40%,46,0.2826086956521739,0.37380433397583146,-0.0017556989020060146,-0.08076214949227667,-0.08208751804888512,8
SHORT,9:30-11:00,0.40%,1.00%,0.40%,46,0.32608695652173914,0.3712933762396712,-0.001674468064296397,-0.07702553095763426,-0.07900933878450053,8
SHORT,9:30-11:00,0.40%,1.50%,0.40%,46,0.32608695652173914,0.37065525248059794,-0.0016761676135221488,-0.07710371022201884,-0.08158751804888512,8
SHORT,9:30-11:00,0.60%,1.00%,0.50%,46,0.2608695652173913,0.3692158862876343,-0.0020758271625578033,-0.09548804947765895,-0.09381341803426743,12
SHORT,9:30-12:00,0.60%,1.00%,0.30%,53,0.18867924528301888,0.36905929757524614,-0.0016608436581420046,-0.08802471388152625,-0.09154854027012148,15
SHORT,9:30-12:00,0.40%,1.50%,0.40%,53,0.32075471698113206,0.368506258272322,-0.0016772676587562688,-0.08889518591408224,-0.09337899374094852,8
SHORT,9:30-12:00,0.40%,1.50%,0.50%,53,0.3584905660377358,0.36683098697307803,-0.0018509270068147988,-0.09809913136118434,-0.10158293918805061,8
SHORT,9:30-11:00,0.60%,1.00%,0.30%,46,0.1956521739130435,0.36016289958149866,-0.0016949843136124807,-0.07796927842617411,-0.07536927842617412,15
SHORT,9:30-11:00,0.60%,1.50%,0.30%,46,0.1956521739130435,0.3595213392792054,-0.0016966838628382325,-0.0780474576905587,-0.0779474576905587,15
SHORT,9:30-12:00,0.60%,1.50%,0.30%,53,0.18867924528301888,0.35605539360442784,-0.0016950742147664548,-0.08983893338262211,-0.09154854027012148,15
SHORT,9:30-10:30,0.60%,2.00%,0.40%,42,0.21428571428571427,0.3517378010624386,-0.00203055035467167,-0.08528311489621014,-0.09142467562595234,12
SHORT,9:30-10:30,0.60%,2.00%,0.50%,42,0.23809523809523808,0.35122089942733054,-0.0022269146310556773,-0.09353041450433845,-0.09867197523408068,12
SHORT,9:30-10:30,0.50%,2.00%,0.30%,42,0.21428571428571427,0.32173302629414857,-0.0017482818006187473,-0.07342783562598738,-0.0787278356259874,8
SHORT,9:30-10:30,0.60%,1.50%,0.50%,42,0.23809523809523808,0.31653811180092817,-0.0023459622501032966,-0.09853041450433846,-0.10117197523408068,12
SHORT,9:30-10:30,0.60%,1.50%,0.40%,42,0.21428571428571427,0.31373132113223795,-0.0021495979737192893,-0.09028311489621015,-0.09392467562595234,12
SHORT,9:30-10:30,0.40%,2.00%,0.50%,42,0.3333333333333333,0.3101749491458294,-0.0021493295578908535,-0.09027184143141585,-0.0980718414314159,8
SHORT,9:30-10:30,0.50%,2.00%,0.50%,42,0.2857142857142857,0.31007792062515876,-0.00227214954051604,-0.09543028070167368,-0.10007184143141588,8
SHORT,9:30-10:30,0.40%,2.00%,0.30%,42,0.23809523809523808,0.3092770617082432,-0.0017244722768092234,-0.07242783562598738,-0.0822278356259874,8
SHORT,9:30-10:30,0.50%,1.50%,0.30%,42,0.21428571428571427,0.2986400477280678,-0.0018078056101425567,-0.07592783562598739,-0.0787278356259874,8
SHORT,9:30-10:30,0.40%,2.00%,0.40%,42,0.2857142857142857,0.29520088582845144,-0.002025426094864614,-0.08506789598431379,-0.0938678959843138,8
SHORT,9:30-10:30,0.60%,2.00%,0.30%,42,0.16666666666666666,0.29228888366486216,-0.0019387579910949378,-0.08142783562598739,-0.08722783562598739,15
SHORT,9:30-10:30,0.50%,1.50%,0.50%,42,0.2857142857142857,0.29200393838644934,-0.00233167335003985,-0.09793028070167369,-0.10007184143141588,8
SHORT,9:30-10:30,0.40%,1.50%,0.50%,42,0.3333333333333333,0.2910708453656305,-0.002208853367414663,-0.09277184143141586,-0.0980718414314159,8
SHORT,9:30-10:30,0.50%,2.00%,0.40%,42,0.23809523809523808,0.29043088250182314,-0.0021482460774898005,-0.09022633525457162,-0.0958678959843138,8
SHORT,9:30-10:30,0.60%,1.00%,0.50%,42,0.23809523809523808,0.2855645152070795,-0.002452278183169535,-0.10299568369312047,-0.10313724442286269,12
SHORT,9:30-10:30,0.40%,1.50%,0.30%,42,0.23809523809523808,0.28543529796085587,-0.0017839960863330329,-0.07492783562598739,-0.0822278356259874,8
SHORT,9:30-10:30,0.50%,1.00%,0.30%,42,0.21428571428571427,0.28048648002681914,-0.0018545977336849855,-0.0778931048147694,-0.0781931048147694,8
SHORT,9:30-10:30,0.60%,1.00%,0.40%,42,0.21428571428571427,0.2797894883709606,-0.0022559139067855278,-0.09474838408499216,-0.09588994481473435,12
SHORT,9:30-10:30,0.50%,1.00%,0.50%,42,0.2857142857142857,0.2777958422215178,-0.0023784654735822786,-0.0998955498904557,-0.09953711062019789,8
SHORT,9:30-10:30,0.40%,1.00%,0.50%,42,0.3333333333333333,0.276052962750223,-0.002255645490957092,-0.09473711062019786,-0.0975371106201979,8
SHORT,9:30-10:30,0.40%,1.50%,0.40%,42,0.2857142857142857,0.2744880450435591,-0.0020849499043884235,-0.08756789598431379,-0.0938678959843138,8
SHORT,9:30-10:30,0.50%,1.50%,0.40%,42,0.23809523809523808,0.2707700729528111,-0.00220776988701361,-0.09272633525457162,-0.0958678959843138,8
SHORT,9:30-10:30,0.60%,1.50%,0.30%,42,0.16666666666666666,0.27056071445544766,-0.0019982818006187473,-0.0839278356259874,-0.08722783562598739,15
SHORT,9:30-10:30,0.40%,1.00%,0.30%,42,0.23809523809523808,0.26669310448127187,-0.0018307882098754617,-0.0768931048147694,-0.08169310481476941,8
SHORT,9:30-10:30,0.40%,1.00%,0.40%,42,0.2857142857142857,0.25820552192088064,-0.0021317420279308523,-0.0895331651730958,-0.09333316517309581,8
SHORT,9:30-10:30,0.50%,1.00%,0.40%,42,0.23809523809523808,0.25531455965953737,-0.002254562010556039,-0.09469160444335363,-0.09533316517309581,8
SHORT,9:30-10:30,0.60%,1.00%,0.30%,42,0.16666666666666666,0.253480033865086,-0.002045073924161176,-0.08589310481476939,-0.0866931048147694,15
