date,side,entry_dist,mfe_5m,mae_5m,mfe_10m,mae_10m,mfe_15m,mae_15m,hit_+0.25%,hit_+0.50%,hit_+0.60%,hit_+0.75%,hit_+1.00%
2026-03-13,short,0.43207822759314995,0.2403,0.0398,0.2403,0.0398,0.2983,0.0398,True,False,False,False,False
2026-03-13,long,0.4488613997730384,0.0501,0.1571,0.0501,0.3602,0.0501,0.4697,False,False,False,False,False
2026-03-13,long,0.7276618306860874,0.0591,0.1438,0.0591,0.1505,0.2487,0.1505,False,False,False,False,False
2026-03-13,long,0.662602686159317,0.0151,0.0989,0.0671,0.0989,0.0671,0.1595,False,False,False,False,False
2026-03-13,long,0.813215659447309,0.2457,0.106,0.2457,0.106,0.2457,0.1228,False,False,False,False,False
2026-03-13,long,0.6948729925892614,0.2037,0.0,0.2844,0.0,0.2979,0.0,True,False,False,False,False
2026-03-18,long,0.4672615485346091,0.1219,0.0451,0.1937,0.0451,0.1937,0.0451,False,False,False,False,False
2026-03-18,long,0.5951870191081502,0.0302,0.057,0.057,0.057,0.0754,0.0587,False,False,False,False,False
2026-03-19,short,0.4051154054969034,0.1387,0.1032,0.1387,0.1336,0.1387,0.1336,False,False,False,False,False
2026-03-19,short,0.4369184353996298,0.2109,0.0624,0.2109,0.0624,0.3914,0.0624,True,False,False,False,False
2026-03-19,short,0.5263267041912603,0.118,0.4095,0.118,0.4095,0.118,0.4095,False,False,False,False,False
2026-03-20,long,0.455487785301053,0.1143,0.1006,0.1808,0.1006,0.1808,0.1782,False,False,False,False,False
2026-03-20,long,0.4000072171011049,0.0428,0.154,0.0428,0.154,0.0428,0.1626,False,False,False,False,False
2026-03-20,long,0.6973626922199867,0.1821,0.0223,0.1821,0.0223,0.1821,0.1031,False,False,False,False,False
2026-03-20,long,0.7143406501949144,0.0284,0.0833,0.0284,0.0954,0.0284,0.1297,False,False,False,False,False
2026-03-20,long,0.7508389301375303,0.0533,0.0877,0.0533,0.0877,0.0533,0.0877,False,False,False,False,False
