entry_bar,exit_bar,hold_bars,entry_price,exit_price,pnl_pct,exit_type,direction,slack,model,symbol
1832,1846,14,1.734,1.9158440356770532,0.10486968608826598,time,long,0.7430997876857737,Tight Scalp (+20/-10%),NVDA
1925,1939,14,1.734,1.69158069135128,-0.024463269116908822,time,short,0.6525423728814383,Tight Scalp (+20/-10%),NVDA
1928,1942,14,1.734,1.7256204734158758,-0.004832483612528385,time,short,0.6794380587484067,Tight Scalp (+20/-10%),NVDA
1935,1949,14,1.734,1.8078730206242042,0.04260266471984095,time,long,0.6556962025316508,Tight Scalp (+20/-10%),NVDA
1957,1971,14,1.734,1.7224504900181499,-0.0066606170598904925,time,short,0.6040992448760003,Tight Scalp (+20/-10%),NVDA
1960,1974,14,1.734,1.7494440215097662,0.008906586799173128,time,short,0.7195530726256717,Tight Scalp (+20/-10%),NVDA
2068,2082,14,1.734,1.6909792209182979,-0.024810137878720932,time,short,0.6557050323866436,Tight Scalp (+20/-10%),NVDA
2070,2084,14,1.734,1.801862553191491,0.039136420525657974,time,long,0.6128191766545291,Tight Scalp (+20/-10%),NVDA
2073,2087,14,1.734,1.758595953669333,0.014184517687043242,time,long,0.6629283489096466,Tight Scalp (+20/-10%),NVDA
2139,2151,12,1.734,1.5258742278926491,-0.12002639683238225,sl,short,0.7108167770419107,Tight Scalp (+20/-10%),NVDA
2214,2228,14,1.734,1.6231340565249892,-0.0639365302624053,time,short,0.7587096774192865,Tight Scalp (+20/-10%),NVDA
2220,2234,14,1.734,1.6170863983106754,-0.06742422242752286,time,long,0.7337931034482786,Tight Scalp (+20/-10%),NVDA
2329,2343,14,1.734,1.6716547384168605,-0.03595459145509773,time,short,0.7679324894514761,Tight Scalp (+20/-10%),NVDA
2346,2360,14,1.734,1.6880902711632901,-0.02647619886776808,time,long,0.7197943444729272,Tight Scalp (+20/-10%),NVDA
2383,2397,14,1.734,1.6574095269972693,-0.044169822954285294,time,short,0.6606741573034869,Tight Scalp (+20/-10%),NVDA
2387,2401,14,1.734,1.6207205550416315,-0.06532839962997031,time,short,0.7815533980581311,Tight Scalp (+20/-10%),NVDA
2409,2423,14,1.734,1.5897106693174303,-0.08321184007068608,time,short,0.7253886010362043,Tight Scalp (+20/-10%),NVDA
2458,2472,14,1.734,1.7699563801688705,0.020736090062785748,time,long,0.6400000000000026,Tight Scalp (+20/-10%),NVDA
2481,2495,14,1.734,1.7982177647489899,0.03703446640656856,time,short,0.7187329328235963,Tight Scalp (+20/-10%),NVDA
2507,2518,11,1.734,2.059992,0.18799999999999992,tp,long,0.6010362694300947,Tight Scalp (+20/-10%),NVDA
2527,2541,14,1.734,1.5268038671310857,-0.1194902727041028,sl,long,0.6197628458498032,Tight Scalp (+20/-10%),NVDA
2544,2558,14,1.734,1.8291304256908156,0.05486183719193521,time,long,0.7044025157232772,Tight Scalp (+20/-10%),NVDA
2555,2569,14,1.734,1.8426553327085258,0.06266166822867693,time,long,0.7837150127226352,Tight Scalp (+20/-10%),NVDA
2566,2580,14,1.734,1.8916767470956186,0.09093238010127949,time,long,0.6371681415928464,Tight Scalp (+20/-10%),NVDA
2604,2618,14,1.734,1.7839046461466435,0.02878007274892934,time,long,0.791366906474835,Tight Scalp (+20/-10%),NVDA
2617,2631,14,1.734,1.627806182490594,-0.06124210929031484,time,long,0.6111869031377781,Tight Scalp (+20/-10%),NVDA
2643,2657,14,1.734,1.80347513748191,0.04006639993189737,time,long,0.7136431784108659,Tight Scalp (+20/-10%),NVDA
2677,2691,14,1.734,1.8072040768702828,0.04221688400823694,time,long,0.7160493827160277,Tight Scalp (+20/-10%),NVDA
2721,2735,14,1.734,1.8372694979705173,0.05955565050202844,time,long,0.7722772277228523,Tight Scalp (+20/-10%),NVDA
2724,2738,14,1.734,1.8386323142613161,0.060341588385995466,time,short,0.6103542234333306,Tight Scalp (+20/-10%),NVDA
2725,2739,14,1.734,1.8561601999743642,0.07044994231508894,time,long,0.7873799725651912,Tight Scalp (+20/-10%),NVDA
2757,2771,14,1.734,1.7960034578804331,0.03575747282608602,time,short,0.6555183946487698,Tight Scalp (+20/-10%),NVDA
2818,2832,14,1.734,1.7418968133174813,0.0045541022592164165,time,short,0.754039497307039,Tight Scalp (+20/-10%),NVDA
2837,2839,2,1.734,0.8255485133418052,-0.5239051249470558,sl,long,0.6757164404222915,Tight Scalp (+20/-10%),NVDA
2874,2882,8,1.734,1.4803625205189292,-0.14627305621745718,sl,short,0.6519208381839305,Tight Scalp (+20/-10%),NVDA
2889,2898,9,1.734,2.059992,0.18799999999999992,tp,long,0.6429391504018477,Tight Scalp (+20/-10%),NVDA
2907,2910,3,1.734,1.521528733337712,-0.12253244905552935,sl,short,0.7173738991192796,Tight Scalp (+20/-10%),NVDA
2920,2934,14,1.734,1.557123752312166,-0.10200475645203809,time,long,0.673913043478266,Tight Scalp (+20/-10%),NVDA
2926,2933,7,1.734,1.5192843389383472,-0.12382679415320227,sl,short,0.7931330472103321,Tight Scalp (+20/-10%),NVDA
126,140,14,1.734,1.7164954817254114,-0.010094877897686589,time,short,0.7022653721684244,Tight Scalp (+20/-10%),META
149,163,14,1.734,1.69932,-0.020000000000000025,time,long,0.6785137318254287,Tight Scalp (+20/-10%),META
154,168,14,1.734,1.7470576059581566,0.007530337922812363,time,long,0.6337448559670329,Tight Scalp (+20/-10%),META
170,184,14,1.734,1.6704940070788963,-0.03662398669037122,time,short,0.6688888888886342,Tight Scalp (+20/-10%),META
222,236,14,1.734,1.6929495407685093,-0.023673851921274882,time,short,0.7466666666667551,Tight Scalp (+20/-10%),META
252,266,14,1.734,1.7815556916889432,0.027425427732954585,time,long,0.7287066246059245,Tight Scalp (+20/-10%),META
261,275,14,1.734,1.6815655792085709,-0.03023899699621057,time,short,0.6783310901747513,Tight Scalp (+20/-10%),META
339,353,14,1.734,1.6580293035012472,-0.04381239705810425,time,long,0.6861143523921893,Tight Scalp (+20/-10%),META
342,356,14,1.734,1.6857289903045731,-0.027837952534848245,time,long,0.6093579978238715,Tight Scalp (+20/-10%),META
347,361,14,1.734,1.686004401782653,-0.027679122386013267,time,long,0.7207207207204976,Tight Scalp (+20/-10%),META
427,441,14,1.734,1.604673914802092,-0.0745825174151718,time,short,0.6249452954049385,Tight Scalp (+20/-10%),META
429,443,14,1.734,1.6712081564999526,-0.03621213581317613,time,long,0.6965486329001265,Tight Scalp (+20/-10%),META
575,589,14,1.734,1.5492218150109796,-0.10656181371915827,time,short,0.7116843702580528,Tight Scalp (+20/-10%),META
593,607,14,1.734,1.5742545437450364,-0.09212540729813357,time,short,0.6628571428570966,Tight Scalp (+20/-10%),META
624,638,14,1.734,1.755456558693582,0.012374024621442898,time,long,0.6334106728538226,Tight Scalp (+20/-10%),META
645,659,14,1.734,1.7964785701370727,0.03603147066728529,time,long,0.7445086705202626,Tight Scalp (+20/-10%),META
686,700,14,1.734,1.6767233924691094,-0.03303149223234751,time,short,0.7808764940241305,Tight Scalp (+20/-10%),META
712,726,14,1.734,1.6364914271814754,-0.05623331765774195,time,long,0.639593908629189,Tight Scalp (+20/-10%),META
725,739,14,1.734,1.7341121418241494,6.467233226610462e-05,time,long,0.680250783699214,Tight Scalp (+20/-10%),META
737,751,14,1.734,1.774122761354039,0.023138847378338476,time,long,0.697368421052604,Tight Scalp (+20/-10%),META
774,788,14,1.734,1.678624683884482,-0.03193501506085233,time,short,0.7168546174946897,Tight Scalp (+20/-10%),META
