pnl,slack,tier,result,symbol
200.0,1.9177918896477573,core,win,META
-50.0,1.2648269452832204,core,loss,META
200.0,1.9328854278732084,core,win,META
-50.0,1.9810198300283297,core,loss,META
200.0,1.8098665623119996,core,win,META
-50.0,1.8227982279528876,core,loss,META
-50.0,1.4809451959580193,core,loss,META
-50.0,1.5013739933282115,core,loss,META
-50.0,1.3302720394209215,core,loss,META
-50.0,1.5072864159186408,core,loss,META
-50.0,1.3283400455850431,core,loss,META
200.0,1.8155483057417754,core,win,META
200.0,1.9730147575544614,core,win,META
-50.0,1.994315424610051,core,loss,META
-50.0,1.6893690824060075,core,loss,META
-50.0,1.2507170917937833,core,loss,META
-50.0,1.904470607952404,core,loss,META
200.0,1.8616494775369967,core,win,META
-50.0,1.2339810289255324,core,loss,META
-50.0,1.7248379009945731,core,loss,META
200.0,1.992442584636055,core,win,META
-50.0,1.9808511523998518,core,loss,META
-50.0,1.3041651749973515,core,loss,META
-50.0,1.1983642394564264,core,loss,META
-50.0,1.9963512969092183,core,loss,META
200.0,1.3252664441800113,core,win,META
-50.0,1.9639890540025644,core,loss,META
-50.0,1.5505077494285142,core,loss,META
-50.0,1.8328101251362858,core,loss,META
200.0,1.645061282875052,core,win,META
200.0,1.6933001317019845,core,win,META
-50.0,1.2144189968705474,core,loss,META
200.0,1.592678011167847,core,win,META
-50.0,1.2081245869063229,core,loss,META
-50.0,1.2627298984673767,core,loss,META
-50.0,1.9497727319897868,core,loss,META
-50.0,1.786633025494556,core,loss,META
-50.0,1.2449596094671787,core,loss,META
200.0,1.2789460339707246,core,win,META
200.0,1.4883692250058491,core,win,META
200.0,1.6006047907780108,core,win,META
-50.0,1.6733858985540953,core,loss,META
-50.0,1.3830067922972507,core,loss,META
-50.0,1.3586353895685195,core,loss,META
-50.0,1.9959124724091861,core,loss,META
-50.0,1.2523743145384263,core,loss,META
-50.0,1.2426027025945467,core,loss,META
-50.0,1.5798901534770482,core,loss,META
-50.0,1.2398630736335885,core,loss,META
-50.0,1.2200503986857456,core,loss,META
-50.0,1.4613658817623938,core,loss,META
200.0,1.80533320877893,core,win,META
-50.0,1.9860237596086652,core,loss,META
-50.0,1.2840887067909907,core,loss,META
-50.0,1.883722890789753,core,loss,META
200.0,1.2026368838702142,core,win,META
-50.0,1.4702862283464315,core,loss,META
-50.0,1.4276026646336029,core,loss,META
-50.0,1.7002736627551356,core,loss,META
-50.0,1.385110824090111,core,loss,META
-50.0,1.2356214959193947,core,loss,META
-50.0,1.2957132685502342,core,loss,META
-50.0,1.3939281834192516,core,loss,META
-50.0,1.2674718053017588,core,loss,META
-50.0,1.232039243860221,core,loss,META
-50.0,1.1818623378209252,core,loss,META
-50.0,1.2498140959448552,core,loss,META
-50.0,1.6937711319320197,core,loss,META
200.0,1.9913407418097862,core,win,META
-50.0,1.3423268274014541,core,loss,META
-50.0,1.5642848540484882,core,loss,META
-50.0,1.9333047087448108,core,loss,META
-50.0,1.4126776012611502,core,loss,META
-50.0,1.1742269579073183,core,loss,META
-50.0,1.6062969393549622,core,loss,META
-50.0,1.2855114581339866,core,loss,META
-50.0,1.2537530935443306,core,loss,META
-50.0,1.4257357734776037,core,loss,META
-50.0,1.4981404898620443,core,loss,META
200.0,1.9953317528609482,core,win,META
-50.0,1.997959183673468,core,loss,META
-50.0,1.8873165618448635,core,loss,META
-50.0,1.9408789331931953,core,loss,META
200.0,1.4834442352448756,core,win,META
-50.0,1.7529317073341684,core,loss,META
-50.0,1.3660573776774136,core,loss,META
-50.0,1.381500628251238,core,loss,META
-50.0,1.6455570062908087,core,loss,META
-50.0,1.9981965734896285,core,loss,META
-50.0,1.3872452273547125,core,loss,META
-50.0,1.7897117914756906,core,loss,META
200.0,1.9810238105995572,core,win,META
-50.0,1.4817501098326515,core,loss,META
-50.0,1.2855106062733952,core,loss,META
-50.0,1.1518977894692932,core,loss,META
200.0,1.8797632403574611,core,win,META
200.0,1.2448211690921014,core,win,META
-50.0,1.4129062878808758,core,loss,META
-50.0,1.1776510323027776,core,loss,GOOGL
200.0,1.9231374728942945,core,win,GOOGL
-50.0,1.533542611578958,core,loss,GOOGL
200.0,1.523179454078699,core,win,GOOGL
-50.0,1.2115380904579298,core,loss,GOOGL
-50.0,1.2114565986247747,core,loss,GOOGL
-50.0,1.9772749728287728,core,loss,GOOGL
-50.0,1.5893863064470908,core,loss,GOOGL
200.0,1.4139553411533188,core,win,GOOGL
-50.0,1.8815215005532113,core,loss,GOOGL
200.0,1.9732235830812734,core,win,GOOGL
200.0,1.9743791880173416,core,win,GOOGL
-50.0,1.3698932997660458,core,loss,GOOGL
-50.0,1.346123939928677,core,loss,GOOGL
200.0,1.472784935119385,core,win,GOOGL
-50.0,1.5546969870348144,core,loss,GOOGL
-50.0,1.318133460554742,core,loss,GOOGL
200.0,1.9410402189934721,core,win,GOOGL
-50.0,1.561968284612012,core,loss,GOOGL
-50.0,1.218604797525355,core,loss,GOOGL
-50.0,1.5188321469925974,core,loss,GOOGL
-50.0,1.7242423360792976,core,loss,GOOGL
200.0,1.3296749333755766,core,win,GOOGL
-50.0,1.261452627579267,core,loss,GOOGL
-50.0,1.3043995458501296,core,loss,GOOGL
-50.0,1.4573819764259806,core,loss,GOOGL
-50.0,1.3897205943984936,core,loss,GOOGL
200.0,1.419811521189121,core,win,GOOGL
-50.0,1.9843325673699628,core,loss,GOOGL
-50.0,1.3666528384118346,core,loss,GOOGL
-50.0,1.7051023328843848,core,loss,GOOGL
-50.0,1.4431694515630606,core,loss,GOOGL
-50.0,1.513619596235767,core,loss,GOOGL
200.0,1.9936822154364535,core,win,GOOGL
-50.0,1.2763793515411797,core,loss,GOOGL
-50.0,1.4934779919776198,core,loss,GOOGL
-50.0,1.3607486135014322,core,loss,GOOGL
-50.0,1.367736077119041,core,loss,GOOGL
-50.0,1.7370180618499729,core,loss,GOOGL
-50.0,1.7992334386700257,core,loss,GOOGL
-50.0,1.241940110999405,core,loss,GOOGL
-50.0,1.4544568327781515,core,loss,GOOGL
-50.0,1.2042029352180839,core,loss,GOOGL
-50.0,1.7593938135769152,core,loss,GOOGL
200.0,1.9997943166441128,core,win,GOOGL
-50.0,1.860122451133906,core,loss,GOOGL
-50.0,1.5008972755451617,core,loss,GOOGL
-50.0,1.544987651976082,core,loss,GOOGL
-50.0,1.8716641036029606,core,loss,GOOGL
-50.0,1.999989237480906,core,loss,GOOGL
-50.0,1.428741371867605,core,loss,GOOGL
200.0,1.8104931178275625,core,win,GOOGL
-50.0,1.5542002391902054,core,loss,GOOGL
-50.0,1.5585675228240596,core,loss,GOOGL
-50.0,1.3423631508986213,core,loss,GOOGL
-50.0,1.5396175417818314,core,loss,GOOGL
-50.0,1.2471596796733089,core,loss,GOOGL
200.0,1.975994325931584,core,win,GOOGL
-50.0,1.3658754343087742,core,loss,GOOGL
-50.0,1.2531901666056389,core,loss,GOOGL
-50.0,1.9564750738907402,core,loss,GOOGL
-50.0,1.2831841837496665,core,loss,GOOGL
-50.0,1.377342689592794,core,loss,GOOGL
200.0,1.9247751430907605,core,win,GOOGL
-50.0,1.8851312078405544,core,loss,GOOGL
-50.0,1.9663371531268485,core,loss,GOOGL
200.0,1.2334041260375164,core,win,GOOGL
200.0,1.9666029249373804,core,win,GOOGL
-50.0,1.7446981686260143,core,loss,GOOGL
-50.0,1.9774762696412282,core,loss,GOOGL
-50.0,1.378167129937438,core,loss,GOOGL
-50.0,1.4175890483140163,core,loss,GOOGL
-50.0,1.978407557354927,core,loss,GOOGL
-50.0,1.9568523812092113,core,loss,GOOGL
-50.0,1.210248969382509,core,loss,GOOGL
200.0,1.218847697513299,core,win,GOOGL
-50.0,1.5289186318844028,core,loss,GOOGL
-50.0,1.3715642806883226,core,loss,GOOGL
-50.0,1.2883588764577492,core,loss,GOOGL
-50.0,2.0,core,loss,GOOGL
-50.0,1.4207657362497057,core,loss,GOOGL
-50.0,1.4397225280057644,core,loss,GOOGL
200.0,1.8658556928921273,core,win,GOOGL
200.0,1.672393615897427,core,win,GOOGL
-50.0,1.5724596269699864,core,loss,GOOGL
-50.0,1.9924393800291633,core,loss,GOOGL
-50.0,1.9848550411077472,core,loss,GOOGL
-50.0,1.9271184596975943,core,loss,GOOGL
200.0,1.2566991326229182,core,win,GOOGL
-50.0,1.9816365109370764,core,loss,GOOGL
-50.0,1.275843892678824,core,loss,GOOGL
-50.0,1.2591986261244994,core,loss,AMD
-50.0,1.3409666035340413,core,loss,AMD
200.0,1.9911543564794343,core,win,AMD
200.0,1.2326430808641402,core,win,AMD
200.0,1.2152477128283374,core,win,AMD
-50.0,1.8205670951192663,core,loss,AMD
-50.0,1.9493139910862525,core,loss,AMD
-50.0,1.3094937548731693,core,loss,AMD
-50.0,1.277836897375392,core,loss,AMD
-50.0,1.3864860466236333,core,loss,AMD
200.0,1.9121132208157505,core,win,AMD
-50.0,1.752198535602774,core,loss,AMD
200.0,1.5904038132112142,core,win,AMD
200.0,1.5863352977540637,core,win,AMD
-50.0,1.2642162961825474,core,loss,AMD
-50.0,1.4412670995072825,core,loss,AMD
-50.0,1.293517083111049,core,loss,AMD
200.0,1.3469545066532838,core,win,AMD
-50.0,1.2242357316389205,core,loss,AMD
-50.0,1.4024078672777098,core,loss,AMD
200.0,1.305238499603404,core,win,AMD
-50.0,1.3324442285823992,core,loss,AMD
200.0,1.2561159209695694,core,win,AMD
200.0,1.9645300228021292,core,win,AMD
-50.0,1.2352198380039299,core,loss,AMD
-50.0,1.1719129370783592,core,loss,AMD
-50.0,1.7359974189209897,core,loss,AMD
-50.0,1.2466418741116982,core,loss,AMD
200.0,1.2039132747862287,core,win,AMD
-50.0,1.5640898227824278,core,loss,AMD
-50.0,1.6228129662281296,core,loss,AMD
-50.0,1.3159359266322104,core,loss,AMD
-50.0,1.4145409436333924,core,loss,AMD
-50.0,1.3258165981722891,core,loss,AMD
-50.0,1.161771777887753,core,loss,AMD
-50.0,1.9907019990702004,core,loss,AMD
200.0,1.4295090141453852,core,win,AMD
-50.0,1.2393522854953467,core,loss,AMD
-50.0,1.249407417112869,core,loss,AMD
-50.0,1.3423789982012122,core,loss,AMD
200.0,1.2790230940197194,core,win,AMD
200.0,1.2710554846041138,core,win,AMD
-50.0,1.2161443770257054,core,loss,AMD
-50.0,1.5193860627783493,core,loss,AMD
-50.0,1.3967437874892887,core,loss,AMD
-50.0,1.5836865415857198,core,loss,AMD
200.0,1.1547700119680009,core,win,AMD
-50.0,1.555862421270133,core,loss,AMD
-50.0,1.3413455109392283,core,loss,AMD
-50.0,1.3081364113841887,core,loss,AMD
-50.0,1.228320465484996,core,loss,AMD
-50.0,1.9999817468285108,core,loss,AMD
-50.0,1.645739380749789,core,loss,AMD
-50.0,1.2506900296488945,core,loss,AMD
-50.0,1.2094952620212165,core,loss,AMD
-50.0,1.8820211807366927,core,loss,AMD
-50.0,1.8886251597589923,core,loss,AMD
-50.0,1.2631875082492992,core,loss,AMD
-50.0,1.606666198996882,core,loss,AMD
-50.0,1.8308374930671092,core,loss,AMD
-50.0,1.9553654454156575,core,loss,AMD
200.0,1.9122752737654105,core,win,AMD
-50.0,1.9703374119391923,core,loss,AMD
-50.0,1.1932090157843362,core,loss,AMD
-50.0,1.2960955443132312,core,loss,AMD
200.0,2.0,core,win,AMD
-50.0,1.9796823051348358,core,loss,AMD
200.0,1.7152046462374306,core,win,AMD
-50.0,1.5234772791696007,core,loss,AMD
-50.0,1.9577622478646357,core,loss,AMD
-50.0,1.4131193842127883,core,loss,AMD
-50.0,1.543819937194294,core,loss,AMD
-50.0,1.969225199131064,core,loss,AMD
-50.0,2.0,core,loss,AMD
-50.0,1.9835766423357684,core,loss,AMD
-50.0,1.2782597991233398,core,loss,AMD
200.0,1.1962910970865053,core,win,AMD
200.0,1.4810692505909597,core,win,AMD
-50.0,1.2820755715576932,core,loss,AMD
-50.0,1.1947865681561394,core,loss,AMD
-50.0,1.6530138317364,core,loss,AMD
200.0,1.4196702410746909,core,win,AMD
-50.0,1.9695585996955856,core,loss,AMD
-50.0,1.9964128777688082,core,loss,AMD
-50.0,1.7320277730889388,core,loss,AMD
-50.0,1.6791934717630863,core,loss,AMD
-50.0,1.4795728181826577,core,loss,AMD
-50.0,1.2098005538384302,core,loss,AMD
200.0,1.9418551830653232,core,win,AMD
200.0,1.5390483272875868,core,win,AMD
-50.0,1.8607858085697873,core,loss,AMD
-50.0,1.6490811231434295,core,loss,AMD
-50.0,1.7795760983265925,core,loss,AMD
-50.0,1.3633954224260667,core,loss,AMD
-50.0,1.9407394303909413,core,loss,AMD
-50.0,1.6306794875807582,core,loss,AMD
-50.0,1.9435230838189157,core,loss,AMD
-50.0,1.2965598542625592,core,loss,AMD
200.0,1.3522880609621752,core,win,AMD
-50.0,1.3387434770283277,core,loss,AMD
-50.0,1.320965640570221,core,loss,AMD
-50.0,1.9538147259969794,core,loss,AMD
-50.0,1.9715327817809807,core,loss,AMD
-50.0,1.5551752305428612,core,loss,AMD
200.0,1.5130434420753676,core,win,AMD
-50.0,1.4908235008551902,core,loss,AMD
-50.0,1.3520756962578768,core,loss,AMD
-50.0,1.721153912885226,core,loss,AMD
200.0,1.2018441033614564,core,win,AMD
200.0,1.4758753200611614,core,win,AMD
-50.0,1.3951072817060508,core,loss,AMD
-50.0,1.9522857243097207,core,loss,AMD
-50.0,1.5374198446515908,core,loss,AMD
200.0,1.24855645015316,core,win,AMD
-50.0,1.9843831337844868,core,loss,AMD
-50.0,1.9223278691129493,core,loss,AMD
-50.0,1.54286792046624,core,loss,AMD
-50.0,1.3711423054238663,core,loss,AMD
200.0,1.682309049728589,core,win,AMD
-50.0,1.2718114664750044,core,loss,AMD
