date,attn_growth,price_growth,attn_4wk,fwd_1wk,fwd_2wk,fwd_1mo,fwd_3mo,sym
2025-09-01,58.7,58.6,24.0,16.52,19.36,76.02,61.1,ONDS
2026-01-12,66.2,31.9,60.5,0.08,-14.8,-23.44,-17.76,ONDS
2026-01-19,89.7,43.5,67.8,-14.87,-20.38,-17.58,-13.31,ONDS
2024-03-11,61.5,12.8,9.5,1.79,0.06,-3.53,10.38,ORCL
2024-03-18,84.0,14.1,10.5,-1.71,-2.26,-9.81,11.09,ORCL
2024-03-25,84.0,10.4,10.5,-0.57,-3.58,-6.39,12.77,ORCL
2024-04-01,84.0,11.1,10.5,-3.03,-7.73,-6.99,16.33,ORCL
2024-06-10,76.0,11.8,10.0,2.44,2.22,4.81,17.63,ORCL
2024-06-17,80.8,15.1,10.8,-0.21,2.35,-1.8,19.06,ORCL
2024-06-24,81.5,20.5,11.2,2.57,2.53,-1.27,19.84,ORCL
2024-07-01,65.5,15.0,11.0,-0.04,-4.06,-7.72,18.31,ORCL
2024-09-16,75.0,20.7,13.0,0.44,1.7,4.22,1.22,ORCL
2024-09-23,93.5,19.4,14.0,1.26,4.17,3.06,0.36,ORCL
2024-09-30,125.0,20.5,14.8,2.87,2.47,-0.27,-2.44,ORCL
2025-02-03,112.5,13.2,16.0,-0.17,-3.81,-11.06,-13.52,ORCL
2025-02-10,115.6,8.2,16.2,-3.65,-4.65,-14.29,-7.52,ORCL
2025-06-09,56.8,34.1,13.5,-4.67,-2.31,7.13,36.05,ORCL
2025-06-16,83.3,31.5,15.5,2.47,15.67,19.89,50.76,ORCL
2025-06-23,105.7,27.0,17.0,12.88,9.67,16.84,35.11,ORCL
2025-06-30,121.6,36.4,19.5,-2.85,3.65,3.21,20.83,ORCL
2025-09-08,108.7,17.7,35.0,5.64,-2.98,0.27,-34.87,ORCL
2025-09-15,161.2,30.6,42.8,-8.16,-7.3,-5.46,-37.7,ORCL
2025-09-22,230.2,25.4,51.0,0.95,3.35,0.13,-30.03,ORCL
2025-09-29,284.7,22.9,55.8,2.38,1.98,-8.06,-31.48,ORCL
2024-04-01,62.2,26.8,57.0,9.3,8.78,4.11,23.25,PAAS
2024-04-08,59.5,32.1,58.0,-0.47,-0.73,6.21,24.4,PAAS
2026-01-12,52.5,8.0,84.0,12.53,20.88,19.7,61.15,PBR
2026-01-19,52.5,23.6,92.0,7.42,4.13,10.57,46.15,PBR
2025-10-27,60.0,6.1,11.0,-8.02,7.53,9.56,18.31,PCVX
2025-11-10,82.2,14.9,19.5,-1.87,1.89,-8.61,11.11,PCVX
2026-02-09,161.5,16.1,16.0,8.15,14.12,0.89,-3.16,PCVX
2024-02-26,111.3,46.5,27.0,4.45,-5.78,-7.7,-13.04,PLTR
2024-11-11,52.8,53.1,40.2,-2.16,1.99,15.66,81.18,PLTR
2024-11-18,74.1,43.4,46.0,4.24,18.63,25.17,57.5,PLTR
2024-11-25,80.7,60.0,48.2,13.8,13.4,17.89,26.6,PLTR
2025-02-10,57.8,66.0,59.8,-14.95,-28.73,-27.63,8.69,PLTR
2025-02-17,97.3,28.3,71.5,-16.21,-16.22,-10.25,21.67,PLTR
2024-12-09,57.1,12.4,12.8,3.53,-5.96,1.6,-17.38,PPTA
2024-12-16,50.0,24.8,13.2,-9.16,-10.14,-3.41,-9.16,PPTA
2024-12-23,85.3,17.5,14.8,-1.07,8.04,12.77,-2.23,PPTA
2025-07-07,250.0,14.8,63.8,16.63,10.05,14.73,75.08,PPTA
2025-07-14,249.4,32.3,71.5,-5.65,-11.76,0.76,47.38,PPTA
2025-10-06,50.0,48.9,30.5,-1.82,-9.65,-13.61,15.08,PPTA
2025-10-13,103.5,38.3,42.8,-7.98,-5.09,-14.77,27.29,PPTA
2025-10-20,107.4,10.1,47.8,3.13,-4.38,-5.02,48.07,PPTA
2025-10-27,106.7,10.0,52.8,-7.28,-10.2,7.12,10.78,PPTA
2025-09-01,431.7,42.7,53.5,25.27,26.13,27.61,-10.63,PSKY
2024-09-09,62.1,83.1,78.0,-6.75,12.27,-11.04,-37.42,PSNY
2024-09-16,80.3,70.8,88.2,20.39,11.18,-15.79,-34.47,PSNY
2026-01-26,50.0,16.4,68.0,15.01,7.57,13.01,61.12,PTEN
2024-05-06,94.7,18.6,54.0,-6.89,-25.18,-13.06,-28.98,PTON
2024-05-13,97.5,29.4,57.8,-19.64,-7.14,-2.81,-18.11,PTON
2024-08-19,80.8,34.4,43.8,-3.72,-6.4,1.24,97.11,PTON
2024-08-26,116.5,45.6,51.5,-2.79,1.5,3.22,121.89,PTON
2024-09-02,137.6,51.5,54.2,4.42,8.17,3.75,120.97,PTON
2024-09-09,116.2,47.4,52.5,3.59,1.69,3.81,102.54,PTON
2024-10-28,67.8,54.3,47.2,22.76,6.9,42.62,6.9,PTON
2024-11-04,109.0,81.3,57.0,-12.92,7.19,12.47,-5.96,PTON
2024-11-11,105.9,32.7,59.8,23.1,33.42,23.61,26.06,PTON
2024-11-18,78.5,51.9,59.2,8.39,4.93,-1.68,-10.27,PTON
2025-08-04,57.1,22.9,29.2,8.67,0.89,2.3,-2.3,PTON
2025-08-11,91.9,35.5,34.5,-7.16,-10.8,-11.03,-12.21,PTON
2025-08-18,116.9,20.6,37.5,-3.92,1.39,4.55,-18.46,PTON
2025-08-25,60.2,15.2,34.2,5.53,-0.26,12.7,-10.66,PTON
2024-08-19,55.6,23.0,37.5,1.02,-3.92,7.06,21.02,PYPL
2024-12-16,455.2,119.8,39.2,53.88,41.93,-18.17,29.81,QBTS
2024-12-23,347.7,228.1,48.2,-7.77,-41.78,-38.55,-23.51,QBTS
2024-12-30,253.2,80.6,53.8,-36.87,-42.34,-35.01,-30.63,QBTS
2025-01-06,148.9,15.4,57.5,-8.67,5.55,0.69,25.65,QBTS
2025-05-19,102.0,149.7,50.5,-13.14,-0.96,-16.76,-17.34,QBTS
2025-05-26,153.1,106.4,59.8,14.02,-7.1,-14.15,-4.35,QBTS
2025-06-02,143.8,67.9,63.0,-18.53,-15.95,-9.83,-17.45,QBTS
2025-06-09,110.9,23.8,66.5,3.16,-7.58,-2.37,17.07,QBTS
2025-10-06,102.5,85.9,58.8,16.08,-1.12,-10.66,-14.87,QBTS
2025-10-13,87.9,42.6,64.8,-14.82,-3.31,-38.4,-24.78,QBTS
2025-10-20,72.9,22.0,70.8,13.51,-9.65,-37.49,-21.5,QBTS
2025-10-27,53.1,13.3,74.0,-20.4,-36.29,-38.83,-42.74,QBTS
2024-05-13,63.2,23.0,42.2,8.51,5.26,11.53,-10.82,QCOM
2024-05-20,92.7,27.0,51.5,-3.0,-1.38,1.45,-17.18,QCOM
2024-05-27,50.0,13.6,50.0,1.67,5.96,-1.99,-13.74,QCOM
2025-11-10,52.6,6.4,51.2,-6.14,-3.39,3.0,-18.72,QCOM
2025-07-07,63.0,112.7,50.8,58.61,29.69,-5.09,59.26,QS
2025-07-14,79.0,241.3,60.8,-18.24,-43.58,-38.32,4.92,QS
2025-07-21,72.5,80.8,71.0,-30.99,-26.82,-31.83,40.52,QS
2025-07-28,83.5,17.7,82.5,6.05,9.32,-4.0,123.24,QS
2024-12-09,233.3,116.3,21.5,162.79,173.68,33.93,5.74,QUBT
2024-12-16,275.6,188.9,41.2,4.14,-0.68,-44.21,-58.06,QUBT
2024-12-23,185.3,159.9,47.5,-4.63,-51.06,-40.44,-53.95,QUBT
2024-12-30,156.6,120.7,52.2,-48.69,-43.83,-40.69,-62.8,QUBT
2025-01-06,164.4,33.9,58.5,9.47,21.71,3.34,-23.83,QUBT
2025-05-19,59.1,86.7,16.5,-14.91,2.93,41.85,18.93,QUBT
2025-05-26,92.7,41.4,18.8,20.97,47.28,52.67,39.34,QUBT
2025-06-02,107.3,59.5,20.2,21.75,37.81,54.23,10.29,QUBT
2025-06-09,98.1,29.6,25.8,13.19,3.66,4.5,1.98,QUBT
2025-06-16,62.9,41.8,27.5,-8.42,11.92,3.34,23.25,QUBT
2025-06-23,57.0,52.7,30.0,22.21,0.81,-3.35,16.51,QUBT
2025-06-30,55.3,54.2,32.0,-17.51,-7.67,-29.96,16.52,QUBT
2025-10-06,119.6,11.8,29.8,-3.6,-18.33,-32.37,-38.36,QUBT
2024-11-25,60.7,9.1,10.2,4.51,-3.0,-6.49,-23.44,QXO
2024-12-02,66.7,8.3,10.2,-7.19,-11.21,-8.28,-23.06,QXO
2025-03-24,120.5,8.0,20.5,1.74,1.09,-6.4,50.65,QXO
2025-04-07,97.8,8.5,21.8,-5.46,-7.4,-0.29,52.19,QXO
2025-05-19,78.8,30.4,28.5,1.19,13.1,41.61,21.37,QXO
2025-05-26,51.9,19.2,28.2,11.76,15.65,21.94,18.41,QXO
2026-01-26,53.4,12.5,44.2,3.74,22.05,7.98,-10.64,QXO
2025-02-03,55.0,7.2,49.0,0.71,-5.69,-13.74,8.45,RBLX
2024-11-11,187.5,54.2,16.2,17.54,12.75,38.36,57.38,RDDT
2024-11-18,203.8,80.3,18.8,-4.08,10.97,16.39,13.45,RDDT
2025-02-10,133.3,12.0,23.5,-15.27,-17.62,-34.71,-42.34,RDDT
2025-08-04,50.8,48.0,21.2,14.42,0.87,11.4,-9.68,RDDT
2025-08-11,81.8,66.3,24.0,-11.84,-8.69,3.16,-21.58,RDDT
2025-08-18,90.9,45.2,25.2,3.58,10.44,21.71,-15.57,RDDT
2024-12-23,612.8,460.0,68.5,11.36,-47.72,-22.72,-52.28,RGTI
2024-12-30,467.2,334.2,85.5,-53.05,-48.32,-30.76,-60.57,RGTI
2025-01-06,209.8,24.7,93.5,10.08,47.82,43.9,1.9,RGTI
2025-05-26,55.1,13.9,37.0,-6.85,-5.86,-8.59,34.02,RGTI
2025-06-02,62.5,6.6,38.0,1.06,-1.95,19.24,33.87,RGTI
2025-09-29,74.8,165.3,52.8,9.64,15.78,10.51,-41.09,RGTI
2025-10-06,159.0,130.1,67.0,5.6,-11.57,-23.11,-43.72,RGTI
2025-10-13,154.0,62.6,79.0,-16.26,-4.55,-45.06,-44.76,RGTI
2025-10-20,101.8,24.6,83.8,13.98,-13.05,-39.26,-39.62,RGTI
2025-10-27,60.0,10.5,85.0,-23.72,-42.44,-42.24,-58.96,RGTI
2024-07-01,61.0,28.4,46.5,22.45,13.25,-0.47,-29.41,RIVN
2024-07-08,91.8,66.5,51.8,-7.51,-10.49,-22.97,-42.02,RIVN
2024-07-15,124.3,62.3,56.8,-3.22,-12.12,-21.13,-40.06,RIVN
2024-11-25,62.9,20.1,35.2,6.3,17.5,11.61,-3.19,RIVN
2025-11-24,59.7,24.2,25.8,6.47,9.25,23.96,-9.07,RIVN
2024-08-19,102.4,28.9,20.2,-9.91,-16.52,7.33,234.2,RKLB
2024-08-26,123.8,30.4,22.5,-7.34,18.98,55.98,335.09,RKLB
2024-09-02,126.2,8.2,22.8,28.4,28.57,68.67,324.78,RKLB
2024-09-09,63.0,13.7,21.0,0.13,31.1,30.03,227.35,RKLB
2024-10-14,60.0,44.7,25.0,3.42,5.64,75.76,122.02,RKLB
2024-11-18,79.2,108.1,42.0,17.28,6.1,6.92,1.25,RKLB
2024-11-25,135.2,138.9,50.8,-9.53,-10.48,-0.22,-24.89,RKLB
2024-12-02,163.3,82.7,58.2,-1.05,0.77,16.45,-23.82,RKLB
2025-07-28,53.2,25.7,52.2,-0.27,-1.21,8.46,40.55,RKLB
2025-08-04,53.5,14.5,54.2,-0.94,-0.69,2.57,15.55,RKLB
2026-01-05,65.2,38.0,56.0,13.49,4.77,-14.77,-19.8,RKLB
2026-01-12,55.9,36.6,58.2,-7.68,-16.85,-29.97,-11.94,RKLB
2024-08-05,79.2,25.4,20.5,4.79,15.8,7.46,-11.69,RKT
2024-08-12,82.4,27.9,22.2,10.52,4.35,4.2,-27.77,RKT
2024-08-19,87.7,30.8,25.8,-5.57,-7.21,-9.51,-33.97,RKT
2024-08-26,51.4,13.9,25.5,-1.73,-0.15,-3.66,-26.06,RKT
2025-03-10,55.1,13.5,18.0,-5.11,-7.4,-15.43,-2.21,RKT
2025-03-17,69.4,6.5,19.8,-2.41,15.33,-9.83,7.85,RKT
2025-07-21,129.6,5.5,39.8,10.27,12.07,28.07,19.13,RKT
2025-07-28,160.8,16.2,47.2,1.63,12.03,7.44,0.73,RKT
2025-08-04,189.3,22.9,53.2,10.23,14.28,20.52,-3.87,RKT
2025-08-11,196.2,32.5,58.2,3.67,-4.1,13.87,-7.99,RKT
2024-11-11,340.7,70.8,28.8,20.51,10.14,-19.74,-11.65,SEZL
2024-11-18,129.4,117.9,28.2,-8.61,-21.93,-41.56,-38.22,SEZL
2024-11-25,96.8,99.1,29.5,-14.57,-27.13,-37.49,-29.46,SEZL
2025-05-12,78.6,109.3,17.8,12.29,13.78,42.39,-2.04,SEZL
2025-05-19,211.8,119.5,25.5,1.33,25.43,39.63,-9.15,SEZL
2025-05-26,324.1,91.5,29.8,23.78,25.14,55.0,-11.35,SEZL
2025-06-02,115.5,51.7,30.2,1.1,11.32,37.91,-35.01,SEZL
2025-06-09,105.3,42.4,37.5,10.11,23.86,0.89,-33.15,SEZL
2025-06-16,50.9,39.6,39.0,12.49,23.88,-4.39,-37.7,SEZL
2025-06-23,63.5,15.8,20.2,4.22,5.68,5.59,21.87,SII
2025-06-30,68.6,13.0,20.5,1.4,7.91,-4.76,20.35,SII
2025-07-07,257.1,12.2,42.8,6.42,-0.08,-5.47,16.66,SII
2025-07-14,311.8,15.3,51.5,-6.11,-11.74,-12.62,12.22,SII
2025-07-21,164.7,5.6,55.2,-6.0,-5.39,-7.85,16.04,SII
2025-11-24,78.8,11.8,22.2,0.61,2.41,9.7,76.97,SII
2026-01-05,50.0,14.6,45.5,3.38,8.74,12.17,15.54,SLB
2026-01-12,64.8,22.7,51.8,5.18,3.53,7.83,13.35,SLB
2026-01-19,86.8,30.1,59.2,-1.57,3.15,4.07,14.92,SLB
2026-01-26,112.2,20.3,64.2,4.8,4.15,6.74,18.35,SLB
2024-02-26,253.5,56.2,61.8,25.9,18.04,11.55,-13.36,SMCI
2024-03-04,185.0,54.0,70.2,-6.24,-14.67,-16.84,-32.53,SMCI
2024-11-25,69.7,25.3,69.0,34.59,11.67,-2.02,27.02,SMCI
2025-02-10,72.5,55.5,43.0,17.03,-13.46,-11.98,-3.67,SMCI
2025-02-17,134.7,68.5,56.5,-26.06,-31.8,-24.83,-28.5,SMCI
2025-02-24,178.1,45.4,72.0,-7.77,1.71,-17.37,-3.47,SMCI
2025-03-03,152.6,5.4,72.2,10.28,10.22,-22.02,8.66,SMCI
2024-06-03,280.0,66.0,22.8,8.68,2.72,-6.22,58.94,SMMT
2024-06-10,303.8,89.0,25.2,-5.48,-7.03,1.91,280.57,SMMT
2024-06-17,266.7,134.6,26.5,-1.64,-8.7,10.78,207.57,SMMT
2024-09-09,179.6,175.3,33.2,-23.61,-34.59,-37.52,-44.16,SMMT
2024-09-16,276.0,86.5,46.0,-14.37,-21.73,-13.04,-26.73,SMMT
2024-09-23,344.0,60.9,54.5,-8.59,-4.48,1.8,-12.81,SMMT
2024-09-30,418.8,55.6,61.2,4.5,11.11,-0.52,-4.45,SMMT
2025-04-21,123.7,15.5,32.0,18.9,2.11,10.16,22.18,SMMT
2025-04-28,150.0,60.7,37.8,-14.12,-14.44,-34.71,-2.97,SMMT
2025-07-28,53.8,10.3,29.0,5.87,-1.4,-12.45,-30.14,SMMT
2025-08-04,55.8,14.6,29.0,-6.87,-8.58,-9.35,-36.57,SMMT
2024-10-14,61.5,70.2,37.8,1.1,4.39,26.36,20.65,SMR
2024-10-21,68.6,46.7,43.2,3.26,33.03,64.1,51.93,SMR
2024-10-28,82.3,44.6,50.5,28.83,21.04,55.97,25.41,SMR
2024-11-04,95.6,86.4,54.8,-6.04,23.36,4.94,5.51,SMR
2025-06-02,64.6,96.9,52.5,12.98,8.27,4.42,0.49,SMR
2025-06-09,59.9,60.6,57.8,-4.17,-1.6,-3.45,-6.39,SMR
2024-03-25,93.0,23.3,33.2,18.37,18.73,30.12,8.69,SMTC
2024-04-01,118.4,39.4,40.5,0.31,-4.58,19.88,1.48,SMTC
2024-04-08,180.3,42.8,48.8,-4.87,9.59,21.29,9.87,SMTC
2024-04-15,166.2,35.5,48.2,15.2,25.64,28.66,1.96,SMTC
2024-09-09,63.8,16.0,22.8,10.5,11.34,5.69,56.5,SMTC
2024-09-16,77.4,24.6,22.5,0.76,-9.39,-4.61,38.15,SMTC
2024-11-25,72.1,43.8,28.2,3.25,1.73,-1.11,-40.37,SMTC
2024-12-02,97.0,25.2,32.0,-1.47,-3.89,0.02,-49.33,SMTC
2024-12-09,90.4,47.7,33.8,-2.46,-2.79,1.53,-39.22,SMTC
2024-12-16,65.5,24.9,33.8,-0.35,4.06,18.02,-37.66,SMTC
2025-05-26,54.1,9.4,22.5,1.39,4.85,20.31,55.61,SMTC
2025-06-02,59.0,7.9,23.2,3.41,10.65,18.47,60.29,SMTC
2025-11-24,59.1,9.3,25.2,7.35,-1.71,2.58,21.66,SMTC
2026-02-02,52.4,11.2,23.0,0.72,0.31,-5.18,40.82,SMTC
2025-11-03,182.0,5.5,69.5,4.38,-6.33,-3.65,-36.42,SNAP
2025-11-10,196.2,12.0,77.5,-10.27,-10.39,-14.7,-43.64,SNAP
2026-01-12,90.6,74.1,14.2,14.56,39.32,51.48,122.67,SNDK
2026-01-19,214.3,89.5,21.0,21.62,26.2,37.17,108.91,SNDK
2026-01-26,411.5,109.4,32.2,3.77,8.73,10.26,105.99,SNDK
2026-02-02,229.2,58.4,38.5,4.78,8.7,-11.81,161.28,SNDK
2026-02-09,185.2,51.5,42.5,3.74,1.4,5.6,124.66,SNDK
2026-02-16,90.9,37.2,41.0,-2.25,-18.87,9.19,127.5,SNDK
2024-02-26,313.6,255.0,44.5,-2.9,47.64,-2.4,-16.32,SOUN
2024-03-04,404.5,159.3,54.5,52.05,4.78,-11.6,-20.65,SOUN
2024-03-11,280.9,133.2,63.8,-31.09,-33.89,-50.84,-50.28,SOUN
2024-03-18,217.6,56.6,71.2,-4.07,-15.64,-42.18,-34.85,SOUN
2024-11-11,63.7,15.6,31.8,29.72,46.38,165.88,72.41,SOUN
2024-11-18,75.0,59.3,35.8,12.85,81.94,163.7,24.97,SOUN
2024-11-25,66.3,81.1,38.5,61.22,81.63,157.25,16.22,SOUN
2024-12-02,78.5,108.5,46.8,12.66,44.94,37.38,-35.11,SOUN
2024-12-09,63.4,165.9,52.5,28.65,41.63,-16.68,-38.85,SOUN
2024-12-16,84.4,163.7,66.8,10.09,-5.22,-37.3,-54.68,SOUN
2024-12-23,90.5,157.3,74.2,-13.9,-41.17,-33.86,-64.51,SOUN
2024-12-30,55.0,37.4,73.0,-31.67,-33.85,-31.38,-64.5,SOUN
2024-07-08,50.0,10.4,10.2,3.91,7.44,-11.15,14.48,SSRM
2024-07-22,75.9,21.7,11.8,-12.39,-17.3,2.0,12.02,SSRM
2024-09-30,113.3,17.2,15.0,2.09,8.9,7.16,24.26,SSRM
2025-02-03,55.0,21.4,14.5,1.44,13.54,9.99,28.63,SSRM
2026-02-02,62.8,9.8,30.8,16.35,26.08,26.37,41.56,SSRM
2025-01-27,51.8,50.0,61.2,20.16,55.85,-2.11,-0.58,TEM
2025-02-03,55.1,83.8,63.8,29.7,-1.26,-28.8,-11.01,TEM
2025-02-10,65.5,154.5,67.2,-23.87,-37.19,-47.26,-26.78,TEM
2025-09-01,207.4,7.1,51.2,1.13,0.0,5.08,15.6,TFPM
2025-10-13,278.1,9.1,59.5,-6.93,-10.16,-2.59,19.71,TFPM
2025-12-01,137.7,14.8,35.2,5.86,5.16,0.06,18.23,TFPM
2025-02-03,74.6,7.6,54.0,1.18,-8.35,-26.18,-5.68,TLN
2025-07-28,67.1,32.0,70.0,-0.88,-0.05,0.24,5.76,TLN
2025-08-04,103.2,35.7,77.2,0.84,-4.96,3.87,3.17,TLN
2025-08-11,51.3,15.0,70.5,-5.75,0.29,6.54,-4.47,TLN
2025-06-16,143.4,180.4,31.2,-2.91,10.47,31.2,47.29,TNGX
2025-06-23,213.2,125.7,40.5,13.77,18.36,36.13,70.26,TNGX
2025-06-30,57.6,33.8,32.5,4.04,18.77,14.56,36.14,TNGX
2026-01-12,303.7,52.7,26.2,-9.99,-10.76,-0.85,104.77,TNGX
2026-01-19,385.2,35.1,31.8,-0.85,6.83,4.18,120.07,TNGX
2025-08-25,54.2,31.7,8.2,7.46,12.27,16.46,83.8,TSEM
2025-09-29,55.6,15.1,9.5,-2.28,1.36,17.04,67.29,TSEM
2025-11-17,57.1,23.6,15.5,15.44,21.74,27.24,37.18,TSEM
2025-11-24,86.5,26.9,16.2,5.46,10.02,12.49,15.5,TSEM
2025-12-01,86.8,35.6,16.8,4.32,4.52,6.78,-3.0,TSEM
2024-07-01,50.0,41.7,29.0,-1.31,-4.9,-17.43,-0.57,TSLA
2024-07-15,57.8,30.7,34.5,-8.11,-13.18,-9.65,-7.73,TSLA
2024-07-22,67.3,11.1,40.0,-5.52,-9.01,0.24,22.47,TSLA
2024-11-11,70.5,45.3,43.8,9.93,7.62,36.02,10.95,TSLA
2025-10-20,51.0,7.9,71.5,1.85,-2.87,-6.75,13.84,TSM
2025-07-28,52.3,15.7,41.2,-37.0,-39.45,-36.5,-41.59,TTD
2025-06-30,97.0,32.5,15.2,0.2,2.29,-1.54,34.44,TTMI
2025-07-07,169.2,24.7,16.5,2.09,2.68,2.65,21.47,TTMI
2025-07-14,70.7,22.7,16.5,0.58,-3.75,-7.17,26.94,TTMI
2025-09-22,97.0,25.2,32.0,6.1,-3.94,5.32,28.58,TTMI
2025-09-29,93.3,24.1,35.2,-9.46,-3.41,13.55,19.31,TTMI
2025-10-06,117.3,14.6,39.8,6.68,9.65,24.52,37.89,TTMI
2025-10-13,55.1,9.7,37.0,2.78,17.56,18.95,76.71,TTMI
2026-01-26,99.0,39.1,50.2,0.39,-6.52,6.15,61.9,TTMI
2026-02-02,125.5,33.4,58.8,-6.88,9.48,-10.82,59.58,TTMI
2024-08-05,74.4,33.7,36.5,1.54,15.86,-5.1,123.45,UPST
2024-08-12,59.0,32.5,38.8,14.1,15.46,3.31,85.71,UPST
2024-08-19,76.2,60.9,43.5,1.19,-18.1,-5.38,76.33,UPST
2024-08-26,70.5,78.9,46.8,-19.06,-10.52,-3.88,85.39,UPST
2024-11-04,50.4,72.3,46.0,-15.6,-8.57,-4.74,-15.0,UPST
2024-11-18,56.5,46.4,53.0,6.39,4.19,-7.64,-3.09,UPST
2024-11-25,55.2,62.5,54.5,-2.07,7.2,-13.72,-15.38,UPST
2025-02-10,73.8,30.9,43.8,-12.92,-19.11,-41.11,-41.66,UPST
2025-02-17,98.0,6.4,48.5,-7.11,-25.19,-27.6,-36.94,UPST
2024-07-15,88.0,10.0,10.8,11.47,3.73,4.62,13.43,VICR
2024-07-22,55.6,21.6,13.0,-6.94,-7.59,-3.17,14.85,VICR
2024-07-29,74.3,13.6,14.2,-0.69,0.85,2.58,22.68,VICR
2024-08-05,78.4,5.8,15.5,1.56,4.78,-5.8,58.01,VICR
2025-02-24,133.3,23.8,16.5,-5.97,-15.27,-23.57,-31.09,VICR
2025-07-07,85.7,6.0,12.0,2.72,0.35,1.28,4.99,VICR
2025-11-10,351.9,55.0,29.5,-5.2,0.39,9.89,75.24,VICR
2026-01-26,55.4,34.9,31.2,1.4,-1.08,27.74,70.2,VICR
2025-02-10,56.4,106.1,62.8,26.43,1.65,0.95,-44.28,VNET
2025-02-17,58.1,108.7,72.5,-19.6,-21.38,-40.3,-58.94,VNET
2025-02-24,57.1,68.3,82.2,-2.22,-0.68,-29.67,-54.48,VNET
2025-03-03,57.7,27.4,86.5,1.57,-24.06,-44.29,-48.47,VNET
2025-09-22,77.8,67.6,39.0,-2.67,-12.35,8.41,47.62,WBD
2025-09-29,109.8,56.8,42.0,-9.95,-4.21,18.22,50.13,WBD
2025-12-08,77.7,30.2,64.8,-7.37,-3.94,-3.64,-9.47,WBD
2025-12-15,95.0,19.9,67.8,3.71,2.66,2.92,-1.26,WBD
2025-12-22,114.4,20.0,69.8,-1.01,0.31,-0.76,-6.01,WBD
2026-01-26,51.7,33.3,64.2,12.93,12.53,11.78,72.53,WDC
2026-02-02,66.7,41.0,67.8,-0.35,1.04,-13.21,69.94,WDC
2026-02-09,58.9,27.1,70.5,1.4,-0.67,-3.25,71.27,WDC
2024-03-04,58.1,6.5,40.5,0.93,1.59,-0.11,10.33,WMT
2025-02-17,70.9,59.4,66.5,-18.3,-32.88,-34.97,-62.69,WRD
2025-02-24,76.6,35.8,72.8,-17.84,-7.77,-27.22,-50.38,WRD
2024-03-18,75.4,21.2,52.5,6.91,-4.47,-6.91,69.11,WULF
2024-03-25,74.8,28.3,54.5,-10.65,-22.43,-6.08,69.2,WULF
2024-04-01,74.0,16.9,54.2,-13.19,-2.55,-6.81,137.45,WULF
2025-08-18,55.0,77.2,45.5,3.17,-0.33,19.87,23.25,WULF
2025-08-25,62.3,98.5,48.5,-3.39,13.86,14.6,64.13,WULF
2025-09-01,71.1,81.5,50.8,17.85,20.26,30.56,58.82,WULF
2026-01-12,52.7,11.3,49.0,3.91,8.86,14.29,13.49,XOM
2026-01-19,62.7,13.3,53.5,4.76,10.43,9.85,11.06,XOM
2026-01-26,79.3,15.3,59.5,5.41,4.99,8.57,8.75,XOM
2024-07-22,103.3,5.5,30.0,-1.13,-1.85,7.87,10.46,ZBRA
2024-08-12,78.9,7.1,39.2,2.17,0.36,-1.94,12.14,ZBRA
2024-11-04,63.2,6.5,30.0,-3.36,-0.53,2.51,-8.98,ZBRA
2025-07-21,52.5,8.5,29.5,-0.13,-5.37,-3.84,-8.0,ZBRA
2026-02-09,67.9,5.3,43.5,-3.48,-15.37,-23.39,-1.99,ZBRA
2026-02-16,77.6,6.2,46.5,-12.31,-14.0,-20.28,0.05,ZBRA
2025-08-04,59.2,33.8,48.8,2.14,4.38,0.91,4.16,ZETA
2025-08-11,109.4,22.6,66.0,2.2,2.67,6.38,-3.61,ZETA
2025-08-18,130.3,21.9,75.0,0.46,-3.32,9.92,-11.66,ZETA
2025-08-25,124.3,30.2,77.5,-3.77,3.62,4.48,-7.08,ZETA
