entry_bar,exit_bar,hold_bars,entry_price,exit_price,pnl_pct,exit_type,direction,slack,model,symbol
1387,1416,29,1.734,1.7326422148364815,-0.0007830364264812439,time,short,0.7255594817433165,Balanced (+30/-15%),META
1409,1438,29,1.734,1.519897180696334,-0.12347336753383278,time,short,0.6757164404222004,Balanced (+30/-15%),META
1461,1490,29,1.734,1.6630454707069366,-0.040919567066357174,time,long,0.7359198998749074,Balanced (+30/-15%),META
1564,1593,29,1.734,1.8560948219082087,0.07041223870138913,time,long,0.6627218934910544,Balanced (+30/-15%),META
1593,1622,29,1.734,1.60622821560783,-0.0736861501684948,time,long,0.7989717223649833,Balanced (+30/-15%),META
1618,1647,29,1.734,1.727344767616192,-0.0038380809595202144,time,long,0.7058823529411402,Balanced (+30/-15%),META
1624,1653,29,1.734,1.663127557530076,-0.040872227491305695,time,long,0.7000000000000602,Balanced (+30/-15%),META
1807,1836,29,1.734,1.7197380431553833,-0.008224888607045403,time,long,0.7319034852548981,Balanced (+30/-15%),META
1834,1863,29,1.734,1.6970525772232992,-0.021307625592099668,time,long,0.7724137931031848,Balanced (+30/-15%),META
1841,1870,29,1.734,1.6871266030887822,-0.02703194746898376,time,long,0.6079182630909428,Balanced (+30/-15%),META
