sym,level,date,gap_regime,outcome,bars,pnl,ep,side,touch_num
RKLB,4H_Res,2026-01-30,Gap Down,win,0,0.5,86.2688,short,1
RKLB,4H_Sup,2026-02-03,Gap Up,loss,0,-0.25,76.98,long,1
RKLB,PMH,2026-02-03,Gap Up,win,0,0.5,78.1,short,1
RKLB,PDH,2026-02-03,Gap Up,loss,0,-0.25,80.4492,short,1
RKLB,4H_Res,2026-02-03,Gap Up,loss,0,-0.25,76.0405,short,1
RKLB,PDL,2026-02-04,Flat,win,0,0.5,76.11,long,1
RKLB,4H_Sup,2026-02-04,Flat,win,0,0.5,76.11,long,1
RKLB,4H_Sup,2026-02-04,Flat,loss,0,-0.25,77.93,long,1
RKLB,PDH,2026-02-04,Flat,loss,0,-0.25,78.76,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.25,78.185,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.25,78.185,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.25,79.03,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.25,79.03,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.25,78.76,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.25,78.76,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.25,78.76,short,1
RKLB,4H_Res,2026-02-04,Flat,win,1,0.5,75.8934,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.25,78.185,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.25,79.03,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.25,79.03,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.25,78.76,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.25,78.76,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.25,78.76,short,1
RKLB,PML,2026-02-05,Gap Down,loss,0,-0.25,68.65,long,1
RKLB,PDL,2026-02-05,Gap Down,win,0,0.5,68.79,long,1
RKLB,1H_Sup,2026-02-05,Gap Down,loss,0,-0.25,72.35,long,1
RKLB,1H_Sup,2026-02-05,Gap Down,loss,0,-0.25,72.78,long,1
RKLB,4H_Sup,2026-02-05,Gap Down,win,0,0.5,72.2306,long,1
RKLB,4H_Sup,2026-02-05,Gap Down,loss,0,-0.25,72.35,long,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,0,-0.25,70.12,short,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,0,-0.25,70.12,short,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,1,-0.25,70.95,short,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,0,-0.25,71.6,short,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,0,-0.25,71.6,short,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,0,-0.25,72.24,short,1
RKLB,4H_Sup,2026-02-06,Gap Up,loss,0,-0.25,68.34,long,1
RKLB,PMH,2026-02-06,Gap Up,loss,2,-0.25,69.69,short,1
RKLB,4H_Res,2026-02-06,Gap Up,loss,0,-0.25,68.03,short,1
RKLB,4H_Res,2026-02-06,Gap Up,loss,0,-0.25,68.03,short,1
RKLB,4H_Res,2026-02-06,Gap Up,win,0,0.5,68.5,short,1
RKLB,4H_Res,2026-02-06,Gap Up,win,0,0.5,69.005,short,1
RKLB,4H_Res,2026-02-06,Gap Up,loss,3,-0.25,69.57,short,1
RKLB,PML,2026-02-10,Gap Down,loss,0,-0.25,75.1737,long,1
RKLB,4H_Sup,2026-02-10,Gap Down,loss,0,-0.25,75.46,long,1
RKLB,PML,2026-02-11,Gap Up,loss,0,-0.25,70.84,long,1
RKLB,PDL,2026-02-11,Gap Up,loss,1,-0.25,71.89,long,1
RKLB,1H_Sup,2026-02-11,Gap Up,loss,0,-0.25,71.75,long,1
RKLB,4H_Sup,2026-02-11,Gap Up,loss,1,-0.25,71.89,long,1
RKLB,PML,2026-02-12,Gap Down,loss,0,-0.25,68.355,long,1
RKLB,PDL,2026-02-12,Gap Down,loss,0,-0.25,68.33,long,1
RKLB,4H_Sup,2026-02-12,Gap Down,loss,0,-0.25,68.33,long,1
RKLB,1H_Sup,2026-02-13,Gap Up,loss,0,-0.25,66.78,long,1
RKLB,PMH,2026-02-13,Gap Up,loss,0,-0.25,66.77,short,1
RKLB,PDH,2026-02-13,Gap Up,loss,2,-0.25,68.0639,short,1
RKLB,4H_Res,2026-02-13,Gap Up,loss,0,-0.25,65.705,short,1
RKLB,4H_Res,2026-02-13,Gap Up,loss,0,-0.25,65.705,short,1
RKLB,PML,2026-02-18,Gap Up,win,1,0.5,70.8,long,1
RKLB,1H_Sup,2026-02-18,Gap Up,win,1,0.5,70.8,long,1
RKLB,4H_Sup,2026-02-18,Gap Up,loss,0,-0.25,71.615,long,1
RKLB,PMH,2026-02-18,Gap Up,loss,0,-0.25,71.8054,short,1
RKLB,PML,2026-02-19,Gap Down,loss,0,-0.25,73.97,long,1
RKLB,1H_Sup,2026-02-19,Gap Down,loss,0,-0.25,74.04,long,1
RKLB,1H_Sup,2026-02-19,Gap Down,loss,0,-0.25,73.59,long,1
RKLB,1H_Sup,2026-02-19,Gap Down,loss,1,-0.25,74.7,long,1
RKLB,4H_Sup,2026-02-19,Gap Down,loss,0,-0.25,74.04,long,1
RKLB,4H_Sup,2026-02-19,Gap Down,loss,0,-0.25,73.59,long,1
RKLB,4H_Sup,2026-02-19,Gap Down,loss,1,-0.25,76.205,long,1
RKLB,PMH,2026-02-19,Gap Down,loss,0,-0.25,74.83,short,1
RKLB,PDH,2026-02-19,Gap Down,loss,3,-0.25,75.47,short,1
RKLB,1H_Res,2026-02-19,Gap Down,win,0,0.5,74.29,short,1
RKLB,PML,2026-02-20,Gap Down,loss,1,-0.25,76.3,long,1
RKLB,PDL,2026-02-20,Gap Down,loss,2,-0.25,72.6255,long,1
RKLB,1H_Sup,2026-02-20,Gap Down,loss,0,-0.25,77.8,long,1
RKLB,4H_Sup,2026-02-20,Gap Down,loss,0,-0.25,77.8,long,1
RKLB,PMH,2026-02-20,Gap Down,loss,1,-0.25,76.5,short,1
RKLB,PDH,2026-02-20,Gap Down,loss,1,-0.25,76.5,short,1
RKLB,4H_Res,2026-02-20,Gap Down,loss,0,-0.25,76.51,short,1
RKLB,PML,2026-02-24,Gap Down,win,2,0.5,69.26,long,1
RKLB,PDL,2026-02-24,Gap Down,loss,0,-0.25,69.01,long,1
RKLB,4H_Sup,2026-02-24,Gap Down,win,2,0.5,69.26,long,1
RKLB,PML,2026-02-25,Gap Up,loss,0,-0.25,70.48,long,1
RKLB,1H_Sup,2026-02-25,Gap Up,loss,0,-0.25,70.02,long,1
RKLB,4H_Sup,2026-02-25,Gap Up,loss,0,-0.25,70.02,long,1
RKLB,PDH,2026-02-25,Gap Up,loss,2,-0.25,69.525,short,1
RKLB,1H_Res,2026-02-25,Gap Up,loss,2,-0.25,69.525,short,1
RKLB,4H_Res,2026-02-25,Gap Up,loss,2,-0.25,69.525,short,1
RKLB,PML,2026-02-26,Flat,loss,0,-0.25,70.695,long,1
RKLB,PDL,2026-02-26,Flat,win,6,0.5,69.1268,long,1
RKLB,1H_Sup,2026-02-26,Flat,loss,0,-0.25,70.695,long,1
RKLB,1H_Sup,2026-02-26,Flat,loss,0,-0.25,71.05,long,1
RKLB,1H_Sup,2026-02-26,Flat,win,1,0.5,71.57,long,1
RKLB,4H_Sup,2026-02-26,Flat,loss,0,-0.25,70.695,long,1
RKLB,4H_Sup,2026-02-26,Flat,loss,1,-0.25,72.1,long,1
RKLB,PMH,2026-02-26,Flat,loss,0,-0.25,70.7,short,1
RKLB,PDH,2026-02-26,Flat,win,1,0.5,71.2299,short,1
RKLB,PML,2026-02-27,Gap Down,loss,2,-0.25,67.71,long,1
RKLB,PDL,2026-02-27,Gap Down,win,2,0.5,69.065,long,1
RKLB,4H_Sup,2026-02-27,Gap Down,win,2,0.5,69.065,long,1
RKLB,PML,2026-03-03,Gap Down,win,0,0.5,68.09,long,1
RKLB,PDL,2026-03-03,Gap Down,win,2,0.5,67.03,long,1
RKLB,1H_Sup,2026-03-03,Gap Down,win,1,0.5,71.49,long,1
RKLB,4H_Sup,2026-03-03,Gap Down,win,1,0.5,71.49,long,1
RKLB,PMH,2026-03-03,Gap Down,loss,0,-0.25,69.165,short,1
RKLB,PDH,2026-03-03,Gap Down,win,2,0.5,71.9601,short,1
RKLB,1H_Res,2026-03-03,Gap Down,loss,0,-0.25,70.91,short,1
RKLB,4H_Res,2026-03-03,Gap Down,win,5,0.5,71.17,short,1
RKLB,1H_Sup,2026-03-04,Gap Up,win,0,0.5,70.39,long,1
RKLB,1H_Sup,2026-03-04,Gap Up,loss,0,-0.25,70.925,long,1
RKLB,1H_Sup,2026-03-04,Gap Up,win,0,0.5,71.44,long,1
RKLB,1H_Sup,2026-03-04,Gap Up,loss,0,-0.25,72.635,long,1
RKLB,4H_Sup,2026-03-04,Gap Up,win,0,0.5,70.39,long,1
RKLB,4H_Sup,2026-03-04,Gap Up,loss,0,-0.25,70.59,long,1
RKLB,4H_Sup,2026-03-04,Gap Up,loss,2,-0.25,73.8399,long,1
RKLB,PMH,2026-03-04,Gap Up,loss,0,-0.25,71.4997,short,1
RKLB,PDH,2026-03-04,Gap Up,loss,0,-0.25,72.64,short,1
RKLB,1H_Res,2026-03-04,Gap Up,loss,0,-0.25,70.3788,short,1
RKLB,PML,2026-03-05,Gap Down,loss,0,-0.25,71.4,long,1
RKLB,PDL,2026-03-05,Gap Down,loss,2,-0.25,69.7,long,1
RKLB,4H_Sup,2026-03-05,Gap Down,loss,0,-0.25,71.02,long,1
RKLB,1H_Sup,2026-03-06,Gap Down,loss,0,-0.25,69.79,long,1
RKLB,1H_Sup,2026-03-06,Gap Down,loss,0,-0.25,69.79,long,1
RKLB,4H_Sup,2026-03-06,Gap Down,loss,0,-0.25,70.0003,long,1
RKLB,PMH,2026-03-06,Gap Down,loss,0,-0.25,70.05,short,1
RKLB,PDH,2026-03-06,Gap Down,win,1,0.5,71.32,short,1
RKLB,1H_Res,2026-03-06,Gap Down,loss,0,-0.25,69.54,short,1
RKLB,1H_Res,2026-03-06,Gap Down,loss,0,-0.25,69.55,short,1
RKLB,4H_Res,2026-03-06,Gap Down,loss,0,-0.25,69.55,short,1
RKLB,PML,2026-03-10,Gap Down,loss,1,-0.25,70.38,long,1
RKLB,1H_Sup,2026-03-10,Gap Down,loss,0,-0.25,70.5203,long,1
RKLB,4H_Sup,2026-03-10,Gap Down,loss,0,-0.25,71.63,long,1
RKLB,4H_Sup,2026-03-10,Gap Down,win,0,0.5,71.95,long,1
RKLB,PMH,2026-03-10,Gap Down,loss,2,-0.25,71.93,short,1
RKLB,PDH,2026-03-10,Gap Down,loss,1,-0.25,71.93,short,1
RKLB,1H_Res,2026-03-10,Gap Down,win,1,0.5,69.34,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,0,-0.25,69.465,short,1
RKLB,1H_Res,2026-03-10,Gap Down,win,4,0.5,69.58,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,0,-0.25,69.65,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,0,-0.25,69.49,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,0,-0.25,69.49,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,0,-0.25,71.2899,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,1,-0.25,71.93,short,1
RKLB,4H_Res,2026-03-10,Gap Down,loss,0,-0.25,69.49,short,1
RKLB,4H_Res,2026-03-10,Gap Down,loss,0,-0.25,71.16,short,1
RKLB,4H_Res,2026-03-10,Gap Down,loss,1,-0.25,71.93,short,1
RKLB,PML,2026-03-11,Flat,win,0,0.5,69.23,long,1
RKLB,PDL,2026-03-11,Flat,win,0,0.5,69.23,long,1
RKLB,1H_Sup,2026-03-11,Flat,win,0,0.5,69.23,long,1
RKLB,1H_Sup,2026-03-11,Flat,win,0,0.5,69.23,long,1
RKLB,1H_Sup,2026-03-11,Flat,loss,1,-0.25,69.595,long,1
RKLB,1H_Sup,2026-03-11,Flat,win,0,0.5,71.1002,long,1
RKLB,4H_Sup,2026-03-11,Flat,win,0,0.5,69.23,long,1
RKLB,4H_Sup,2026-03-11,Flat,win,0,0.5,69.23,long,1
RKLB,4H_Sup,2026-03-11,Flat,loss,1,-0.25,69.595,long,1
RKLB,4H_Sup,2026-03-11,Flat,win,0,0.5,71.1002,long,1
RKLB,4H_Sup,2026-03-11,Flat,loss,0,-0.25,73.13,long,1
RKLB,PDH,2026-03-11,Flat,loss,0,-0.25,72.505,short,1
RKLB,1H_Res,2026-03-11,Flat,loss,2,-0.25,70.48,short,1
RKLB,1H_Res,2026-03-11,Flat,loss,2,-0.25,70.48,short,1
RKLB,4H_Res,2026-03-11,Flat,loss,2,-0.25,70.31,short,1
RKLB,4H_Res,2026-03-11,Flat,win,0,0.5,72.21,short,1
RKLB,PML,2026-03-12,Flat,loss,4,-0.25,71.351,long,1
RKLB,1H_Sup,2026-03-12,Flat,loss,4,-0.25,71.351,long,1
RKLB,PMH,2026-03-12,Flat,loss,0,-0.25,71.59,short,1
RKLB,1H_Res,2026-03-12,Flat,win,0,0.5,70.4,short,1
RKLB,1H_Res,2026-03-12,Flat,loss,0,-0.25,71.59,short,1
RKLB,1H_Res,2026-03-12,Flat,loss,0,-0.25,71.59,short,1
RKLB,4H_Res,2026-03-12,Flat,loss,1,-0.25,71.655,short,1
RKLB,PML,2026-03-13,Gap Up,loss,0,-0.25,68.99,long,1
RKLB,PDL,2026-03-13,Gap Up,loss,2,-0.25,68.38,long,1
RKLB,1H_Sup,2026-03-13,Gap Up,loss,4,-0.25,68.51,long,1
RKLB,1H_Sup,2026-03-13,Gap Up,loss,0,-0.25,70.46,long,1
RKLB,1H_Sup,2026-03-13,Gap Up,loss,0,-0.25,70.46,long,1
RKLB,4H_Sup,2026-03-13,Gap Up,loss,4,-0.25,68.51,long,1
RKLB,4H_Sup,2026-03-13,Gap Up,loss,0,-0.25,70.46,long,1
RKLB,1H_Res,2026-03-13,Gap Up,win,5,0.5,68.5599,short,1
