sym,level,date,gap_regime,outcome,bars,pnl,ep,side,touch_num
RKLB,PML,2026-01-21,Gap Up,loss,1,-0.5,89.6,long,1
RKLB,PDL,2026-01-21,Gap Up,loss,0,-0.5,88.94,long,1
RKLB,1H_Sup,2026-01-21,Gap Up,loss,0,-0.5,88.94,long,1
RKLB,1H_Res,2026-01-21,Gap Up,loss,0,-0.5,88.8,short,1
RKLB,PML,2026-01-22,Gap Down,win,0,1.0,85.505,long,1
RKLB,PDL,2026-01-22,Gap Down,loss,0,-0.5,82.99,long,1
RKLB,1H_Sup,2026-01-22,Gap Down,win,20,1.0,86.53,long,1
RKLB,1H_Sup,2026-01-22,Gap Down,win,13,1.0,86.9,long,1
RKLB,4H_Sup,2026-01-22,Gap Down,loss,2,-0.5,83.2041,long,1
RKLB,4H_Sup,2026-01-22,Gap Down,loss,5,-0.5,83.62,long,1
RKLB,4H_Sup,2026-01-22,Gap Down,win,20,1.0,86.53,long,1
RKLB,4H_Sup,2026-01-22,Gap Down,win,11,1.0,88.3526,long,1
RKLB,PMH,2026-01-22,Gap Down,loss,0,-0.5,85.47,short,1
RKLB,1H_Res,2026-01-22,Gap Down,loss,0,-0.5,85.47,short,1
RKLB,1H_Res,2026-01-22,Gap Down,loss,2,-0.5,87.215,short,1
RKLB,1H_Res,2026-01-22,Gap Down,loss,11,-0.5,87.77,short,1
RKLB,4H_Res,2026-01-22,Gap Down,loss,0,-0.5,84.18,short,1
RKLB,4H_Res,2026-01-22,Gap Down,loss,0,-0.5,85.47,short,1
RKLB,PML,2026-01-23,Gap Up,loss,0,-0.5,89.36,long,1
RKLB,1H_Sup,2026-01-23,Gap Up,win,7,1.0,87.85,long,1
RKLB,1H_Sup,2026-01-23,Gap Up,loss,1,-0.5,88.57,long,1
RKLB,1H_Sup,2026-01-23,Gap Up,loss,1,-0.5,89.2989,long,1
RKLB,1H_Sup,2026-01-23,Gap Up,loss,0,-0.5,89.66,long,1
RKLB,4H_Sup,2026-01-23,Gap Up,win,7,1.0,87.85,long,1
RKLB,4H_Sup,2026-01-23,Gap Up,loss,0,-0.5,89.66,long,1
RKLB,PMH,2026-01-23,Gap Up,loss,2,-0.5,87.95,short,1
RKLB,PDH,2026-01-23,Gap Up,loss,2,-0.5,87.95,short,1
RKLB,4H_Res,2026-01-23,Gap Up,loss,0,-0.5,86.21,short,1
RKLB,4H_Sup,2026-01-27,Gap Up,win,12,1.0,84.2401,long,1
RKLB,PMH,2026-01-27,Gap Up,loss,1,-0.5,82.26,short,1
RKLB,4H_Res,2026-01-27,Gap Up,loss,5,-0.5,83.11,short,1
RKLB,4H_Res,2026-01-27,Gap Up,loss,1,-0.5,84.13,short,1
RKLB,PML,2026-01-28,Gap Up,loss,0,-0.5,88.1238,long,1
RKLB,1H_Sup,2026-01-28,Gap Up,loss,0,-0.5,88.1238,long,1
RKLB,4H_Sup,2026-01-28,Gap Up,loss,0,-0.5,88.1238,long,1
RKLB,PMH,2026-01-28,Gap Up,win,1,1.0,87.93,short,1
RKLB,PML,2026-01-29,Gap Down,loss,1,-0.5,88.6399,long,1
RKLB,1H_Sup,2026-01-29,Gap Down,loss,1,-0.5,88.6399,long,1
RKLB,1H_Sup,2026-01-29,Gap Down,loss,1,-0.5,88.6399,long,1
RKLB,4H_Sup,2026-01-29,Gap Down,loss,1,-0.5,87.935,long,1
RKLB,PMH,2026-01-29,Gap Down,loss,0,-0.5,88.395,short,1
RKLB,1H_Res,2026-01-29,Gap Down,win,0,1.0,87.535,short,1
RKLB,PML,2026-01-30,Gap Down,win,1,1.0,82.15,long,1
RKLB,PDL,2026-01-30,Gap Down,loss,5,-0.5,83.7,long,1
RKLB,1H_Sup,2026-01-30,Gap Down,loss,3,-0.5,83.82,long,1
RKLB,1H_Sup,2026-01-30,Gap Down,loss,3,-0.5,83.82,long,1
RKLB,1H_Sup,2026-01-30,Gap Down,loss,1,-0.5,84.2,long,1
RKLB,1H_Sup,2026-01-30,Gap Down,loss,0,-0.5,86.3899,long,1
RKLB,1H_Sup,2026-01-30,Gap Down,win,0,1.0,87.24,long,1
RKLB,4H_Sup,2026-01-30,Gap Down,loss,3,-0.5,83.82,long,1
RKLB,4H_Sup,2026-01-30,Gap Down,loss,3,-0.5,83.82,long,1
RKLB,4H_Sup,2026-01-30,Gap Down,loss,1,-0.5,84.2,long,1
RKLB,4H_Sup,2026-01-30,Gap Down,win,0,1.0,87.24,long,1
RKLB,PMH,2026-01-30,Gap Down,win,9,1.0,84.314,short,1
RKLB,PDH,2026-01-30,Gap Down,loss,5,-0.5,87.875,short,1
RKLB,1H_Res,2026-01-30,Gap Down,win,9,1.0,84.314,short,1
RKLB,1H_Res,2026-01-30,Gap Down,win,10,1.0,84.46,short,1
RKLB,4H_Res,2026-01-30,Gap Down,win,3,1.0,86.2688,short,1
RKLB,4H_Res,2026-01-30,Gap Down,win,3,1.0,86.2688,short,1
RKLB,4H_Sup,2026-02-03,Gap Up,loss,0,-0.5,76.98,long,1
RKLB,PMH,2026-02-03,Gap Up,win,0,1.0,78.1,short,1
RKLB,PDH,2026-02-03,Gap Up,loss,1,-0.5,80.4492,short,1
RKLB,4H_Res,2026-02-03,Gap Up,loss,8,-0.5,76.0405,short,1
RKLB,PDL,2026-02-04,Flat,loss,3,-0.5,76.11,long,1
RKLB,4H_Sup,2026-02-04,Flat,loss,3,-0.5,76.11,long,1
RKLB,4H_Sup,2026-02-04,Flat,loss,0,-0.5,77.93,long,1
RKLB,PDH,2026-02-04,Flat,loss,0,-0.5,78.76,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.5,78.185,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.5,78.185,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.5,79.03,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.5,79.03,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.5,78.76,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.5,78.76,short,1
RKLB,1H_Res,2026-02-04,Flat,loss,0,-0.5,78.76,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,7,-0.5,75.8934,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.5,78.185,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.5,79.03,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.5,79.03,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.5,78.76,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.5,78.76,short,1
RKLB,4H_Res,2026-02-04,Flat,loss,0,-0.5,78.76,short,1
RKLB,PML,2026-02-05,Gap Down,loss,0,-0.5,68.65,long,1
RKLB,PDL,2026-02-05,Gap Down,loss,2,-0.5,68.79,long,1
RKLB,1H_Sup,2026-02-05,Gap Down,loss,0,-0.5,72.35,long,1
RKLB,1H_Sup,2026-02-05,Gap Down,loss,0,-0.5,72.78,long,1
RKLB,4H_Sup,2026-02-05,Gap Down,loss,1,-0.5,72.2306,long,1
RKLB,4H_Sup,2026-02-05,Gap Down,loss,0,-0.5,72.35,long,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,0,-0.5,70.12,short,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,0,-0.5,70.12,short,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,1,-0.5,70.95,short,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,0,-0.5,71.6,short,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,0,-0.5,71.6,short,1
RKLB,4H_Res,2026-02-05,Gap Down,loss,0,-0.5,72.24,short,1
RKLB,4H_Sup,2026-02-06,Gap Up,loss,3,-0.5,68.34,long,1
RKLB,PMH,2026-02-06,Gap Up,loss,3,-0.5,69.69,short,1
RKLB,4H_Res,2026-02-06,Gap Up,loss,0,-0.5,68.03,short,1
RKLB,4H_Res,2026-02-06,Gap Up,loss,0,-0.5,68.03,short,1
RKLB,4H_Res,2026-02-06,Gap Up,loss,1,-0.5,68.5,short,1
RKLB,4H_Res,2026-02-06,Gap Up,win,1,1.0,69.005,short,1
RKLB,4H_Res,2026-02-06,Gap Up,loss,6,-0.5,69.57,short,1
RKLB,PML,2026-02-10,Gap Down,loss,0,-0.5,75.1737,long,1
RKLB,4H_Sup,2026-02-10,Gap Down,loss,0,-0.5,75.46,long,1
RKLB,PML,2026-02-11,Gap Up,loss,0,-0.5,70.84,long,1
RKLB,PDL,2026-02-11,Gap Up,loss,1,-0.5,71.89,long,1
RKLB,1H_Sup,2026-02-11,Gap Up,loss,0,-0.5,71.75,long,1
RKLB,4H_Sup,2026-02-11,Gap Up,loss,1,-0.5,71.89,long,1
RKLB,PML,2026-02-12,Gap Down,loss,0,-0.5,68.355,long,1
RKLB,PDL,2026-02-12,Gap Down,loss,0,-0.5,68.33,long,1
RKLB,4H_Sup,2026-02-12,Gap Down,loss,0,-0.5,68.33,long,1
RKLB,1H_Sup,2026-02-13,Gap Up,loss,0,-0.5,66.78,long,1
RKLB,PMH,2026-02-13,Gap Up,loss,0,-0.5,66.77,short,1
RKLB,PDH,2026-02-13,Gap Up,loss,5,-0.5,68.0639,short,1
RKLB,4H_Res,2026-02-13,Gap Up,loss,1,-0.5,65.705,short,1
RKLB,4H_Res,2026-02-13,Gap Up,loss,1,-0.5,65.705,short,1
RKLB,PML,2026-02-18,Gap Up,win,1,1.0,70.8,long,1
RKLB,1H_Sup,2026-02-18,Gap Up,win,1,1.0,70.8,long,1
RKLB,4H_Sup,2026-02-18,Gap Up,loss,0,-0.5,71.615,long,1
RKLB,PMH,2026-02-18,Gap Up,loss,0,-0.5,71.8054,short,1
RKLB,PML,2026-02-19,Gap Down,loss,0,-0.5,73.97,long,1
RKLB,1H_Sup,2026-02-19,Gap Down,loss,0,-0.5,74.04,long,1
RKLB,1H_Sup,2026-02-19,Gap Down,loss,1,-0.5,73.59,long,1
RKLB,1H_Sup,2026-02-19,Gap Down,loss,2,-0.5,74.7,long,1
RKLB,4H_Sup,2026-02-19,Gap Down,loss,0,-0.5,74.04,long,1
RKLB,4H_Sup,2026-02-19,Gap Down,loss,1,-0.5,73.59,long,1
RKLB,4H_Sup,2026-02-19,Gap Down,win,11,1.0,76.205,long,1
RKLB,PMH,2026-02-19,Gap Down,loss,0,-0.5,74.83,short,1
RKLB,PDH,2026-02-19,Gap Down,loss,28,-0.5,75.47,short,1
RKLB,1H_Res,2026-02-19,Gap Down,loss,3,-0.5,74.29,short,1
RKLB,PML,2026-02-20,Gap Down,loss,4,-0.5,76.3,long,1
RKLB,PDL,2026-02-20,Gap Down,loss,4,-0.5,72.6255,long,1
RKLB,1H_Sup,2026-02-20,Gap Down,loss,0,-0.5,77.8,long,1
RKLB,4H_Sup,2026-02-20,Gap Down,loss,0,-0.5,77.8,long,1
RKLB,PMH,2026-02-20,Gap Down,loss,1,-0.5,76.5,short,1
RKLB,PDH,2026-02-20,Gap Down,loss,1,-0.5,76.5,short,1
RKLB,4H_Res,2026-02-20,Gap Down,loss,0,-0.5,76.51,short,1
RKLB,PML,2026-02-24,Gap Down,loss,9,-0.5,69.26,long,1
RKLB,PDL,2026-02-24,Gap Down,loss,0,-0.5,69.01,long,1
RKLB,4H_Sup,2026-02-24,Gap Down,loss,9,-0.5,69.26,long,1
RKLB,PML,2026-02-25,Gap Up,loss,13,-0.5,70.48,long,1
RKLB,1H_Sup,2026-02-25,Gap Up,loss,0,-0.5,70.02,long,1
RKLB,4H_Sup,2026-02-25,Gap Up,loss,0,-0.5,70.02,long,1
RKLB,PDH,2026-02-25,Gap Up,loss,3,-0.5,69.525,short,1
RKLB,1H_Res,2026-02-25,Gap Up,loss,3,-0.5,69.525,short,1
RKLB,4H_Res,2026-02-25,Gap Up,loss,3,-0.5,69.525,short,1
RKLB,PML,2026-02-26,Flat,loss,0,-0.5,70.695,long,1
RKLB,PDL,2026-02-26,Flat,win,22,1.0,69.1268,long,1
RKLB,1H_Sup,2026-02-26,Flat,loss,0,-0.5,70.695,long,1
RKLB,1H_Sup,2026-02-26,Flat,loss,0,-0.5,71.05,long,1
RKLB,1H_Sup,2026-02-26,Flat,loss,8,-0.5,71.57,long,1
RKLB,4H_Sup,2026-02-26,Flat,loss,0,-0.5,70.695,long,1
RKLB,4H_Sup,2026-02-26,Flat,loss,2,-0.5,72.1,long,1
RKLB,PMH,2026-02-26,Flat,loss,10,-0.5,70.7,short,1
RKLB,PDH,2026-02-26,Flat,win,2,1.0,71.2299,short,1
RKLB,PML,2026-02-27,Gap Down,loss,2,-0.5,67.71,long,1
RKLB,PDL,2026-02-27,Gap Down,loss,3,-0.5,69.065,long,1
RKLB,4H_Sup,2026-02-27,Gap Down,loss,3,-0.5,69.065,long,1
RKLB,PML,2026-03-03,Gap Down,win,0,1.0,68.09,long,1
RKLB,PDL,2026-03-03,Gap Down,loss,7,-0.5,67.03,long,1
RKLB,1H_Sup,2026-03-03,Gap Down,win,3,1.0,71.49,long,1
RKLB,4H_Sup,2026-03-03,Gap Down,win,3,1.0,71.49,long,1
RKLB,PMH,2026-03-03,Gap Down,win,2,1.0,69.165,short,1
RKLB,PDH,2026-03-03,Gap Down,loss,9,-0.5,71.9601,short,1
RKLB,1H_Res,2026-03-03,Gap Down,loss,0,-0.5,70.91,short,1
RKLB,4H_Res,2026-03-03,Gap Down,loss,6,-0.5,71.17,short,1
RKLB,1H_Sup,2026-03-04,Gap Up,win,0,1.0,70.39,long,1
RKLB,1H_Sup,2026-03-04,Gap Up,loss,0,-0.5,70.925,long,1
RKLB,1H_Sup,2026-03-04,Gap Up,win,0,1.0,71.44,long,1
RKLB,1H_Sup,2026-03-04,Gap Up,loss,0,-0.5,72.635,long,1
RKLB,4H_Sup,2026-03-04,Gap Up,win,0,1.0,70.39,long,1
RKLB,4H_Sup,2026-03-04,Gap Up,loss,1,-0.5,70.59,long,1
RKLB,4H_Sup,2026-03-04,Gap Up,loss,4,-0.5,73.8399,long,1
RKLB,PMH,2026-03-04,Gap Up,win,1,1.0,71.4997,short,1
RKLB,PDH,2026-03-04,Gap Up,loss,6,-0.5,72.64,short,1
RKLB,1H_Res,2026-03-04,Gap Up,loss,0,-0.5,70.3788,short,1
RKLB,PML,2026-03-05,Gap Down,loss,1,-0.5,71.4,long,1
RKLB,PDL,2026-03-05,Gap Down,loss,5,-0.5,69.7,long,1
RKLB,4H_Sup,2026-03-05,Gap Down,loss,2,-0.5,71.02,long,1
RKLB,1H_Sup,2026-03-06,Gap Down,loss,0,-0.5,69.79,long,1
RKLB,1H_Sup,2026-03-06,Gap Down,loss,0,-0.5,69.79,long,1
RKLB,4H_Sup,2026-03-06,Gap Down,win,2,1.0,70.0003,long,1
RKLB,PMH,2026-03-06,Gap Down,loss,1,-0.5,70.05,short,1
RKLB,PDH,2026-03-06,Gap Down,loss,3,-0.5,71.32,short,1
RKLB,1H_Res,2026-03-06,Gap Down,loss,0,-0.5,69.54,short,1
RKLB,1H_Res,2026-03-06,Gap Down,loss,1,-0.5,69.55,short,1
RKLB,4H_Res,2026-03-06,Gap Down,loss,1,-0.5,69.55,short,1
RKLB,PML,2026-03-10,Gap Down,win,3,1.0,70.38,long,1
RKLB,1H_Sup,2026-03-10,Gap Down,loss,3,-0.5,70.5203,long,1
RKLB,4H_Sup,2026-03-10,Gap Down,loss,0,-0.5,71.63,long,1
RKLB,4H_Sup,2026-03-10,Gap Down,win,22,1.0,71.95,long,1
RKLB,PMH,2026-03-10,Gap Down,loss,8,-0.5,71.93,short,1
RKLB,PDH,2026-03-10,Gap Down,loss,7,-0.5,71.93,short,1
RKLB,1H_Res,2026-03-10,Gap Down,win,5,1.0,69.34,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,3,-0.5,69.465,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,7,-0.5,69.58,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,0,-0.5,69.65,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,0,-0.5,69.49,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,0,-0.5,69.49,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,10,-0.5,71.2899,short,1
RKLB,1H_Res,2026-03-10,Gap Down,loss,7,-0.5,71.93,short,1
RKLB,4H_Res,2026-03-10,Gap Down,loss,0,-0.5,69.49,short,1
RKLB,4H_Res,2026-03-10,Gap Down,loss,1,-0.5,71.16,short,1
RKLB,4H_Res,2026-03-10,Gap Down,loss,7,-0.5,71.93,short,1
RKLB,PML,2026-03-11,Flat,win,13,1.0,69.23,long,1
RKLB,PDL,2026-03-11,Flat,win,13,1.0,69.23,long,1
RKLB,1H_Sup,2026-03-11,Flat,win,13,1.0,69.23,long,1
RKLB,1H_Sup,2026-03-11,Flat,win,13,1.0,69.23,long,1
RKLB,1H_Sup,2026-03-11,Flat,loss,1,-0.5,69.595,long,1
RKLB,1H_Sup,2026-03-11,Flat,win,0,1.0,71.1002,long,1
RKLB,4H_Sup,2026-03-11,Flat,win,13,1.0,69.23,long,1
RKLB,4H_Sup,2026-03-11,Flat,win,13,1.0,69.23,long,1
RKLB,4H_Sup,2026-03-11,Flat,loss,1,-0.5,69.595,long,1
RKLB,4H_Sup,2026-03-11,Flat,win,0,1.0,71.1002,long,1
RKLB,4H_Sup,2026-03-11,Flat,loss,0,-0.5,73.13,long,1
RKLB,PDH,2026-03-11,Flat,loss,2,-0.5,72.505,short,1
RKLB,1H_Res,2026-03-11,Flat,loss,2,-0.5,70.48,short,1
RKLB,1H_Res,2026-03-11,Flat,loss,2,-0.5,70.48,short,1
RKLB,4H_Res,2026-03-11,Flat,loss,3,-0.5,70.31,short,1
RKLB,4H_Res,2026-03-11,Flat,win,1,1.0,72.21,short,1
RKLB,PML,2026-03-12,Flat,win,9,1.0,71.351,long,1
RKLB,1H_Sup,2026-03-12,Flat,win,9,1.0,71.351,long,1
RKLB,PMH,2026-03-12,Flat,loss,0,-0.5,71.59,short,1
RKLB,1H_Res,2026-03-12,Flat,loss,3,-0.5,70.4,short,1
RKLB,1H_Res,2026-03-12,Flat,loss,0,-0.5,71.59,short,1
RKLB,1H_Res,2026-03-12,Flat,loss,0,-0.5,71.59,short,1
RKLB,4H_Res,2026-03-12,Flat,loss,2,-0.5,71.655,short,1
RKLB,PML,2026-03-13,Gap Up,loss,1,-0.5,68.99,long,1
RKLB,PDL,2026-03-13,Gap Up,loss,2,-0.5,68.38,long,1
RKLB,1H_Sup,2026-03-13,Gap Up,loss,6,-0.5,68.51,long,1
RKLB,1H_Sup,2026-03-13,Gap Up,loss,0,-0.5,70.46,long,1
RKLB,1H_Sup,2026-03-13,Gap Up,loss,0,-0.5,70.46,long,1
RKLB,4H_Sup,2026-03-13,Gap Up,loss,6,-0.5,68.51,long,1
RKLB,4H_Sup,2026-03-13,Gap Up,loss,0,-0.5,70.46,long,1
RKLB,1H_Res,2026-03-13,Gap Up,win,6,1.0,68.5599,short,1
