sym,date,level,entry_time,gap_pct,gapped_up,open_above,max_30m,max_1hr,max_2hr,max_3hr,max_eod,ret_30m,ret_1hr,ret_2hr,ret_3hr,ret_eod,rr_1_05,rr_2_1
COST,2026-02-05,PDH,09:33,1.757,True,True,0.288,0.288,0.288,0.288,0.31,-0.626,0.026,-0.2,-0.638,-0.858,False,False
COST,2026-02-05,PMH,09:33,1.757,True,False,0.288,0.288,0.288,0.288,0.31,-0.626,0.026,-0.2,-0.638,-0.858,False,False
COST,2026-02-06,PMH,09:58,-0.234,False,False,0.525,0.525,0.525,0.621,0.88,0.208,0.181,0.317,0.102,0.797,,
COST,2026-02-09,PDH,09:37,0.078,False,False,0.121,0.121,0.516,0.516,0.516,-0.337,0.017,-0.187,-0.79,-0.534,False,
COST,2026-02-09,PMH,09:37,0.078,False,True,0.121,0.121,0.516,0.516,0.516,-0.337,0.017,-0.187,-0.79,-0.534,False,
COST,2026-02-10,PMH,09:43,-0.133,False,True,0.113,0.113,0.113,0.113,0.113,-0.424,-0.966,-1.539,-1.661,-2.402,False,False
COST,2026-02-11,PMH,09:53,0.235,True,False,0.161,0.432,0.674,1.439,1.449,0.161,0.244,0.62,1.347,0.292,True,
COST,2026-02-12,PDH,09:45,0.046,False,False,0.281,0.454,1.157,1.157,1.818,-0.273,0.417,0.509,0.725,0.808,True,
COST,2026-02-13,PDH,09:41,0.08,False,False,0.327,0.739,1.22,1.322,1.333,0.269,0.609,0.809,1.22,0.905,False,
COST,2026-02-13,PMH,09:36,0.08,False,True,1.313,1.639,2.248,2.351,2.362,1.18,1.626,1.838,2.286,1.929,True,True
COST,2026-02-17,PDH,09:35,0.404,True,False,-0.034,-0.034,-0.034,-0.034,0.0,-0.729,-1.219,-1.277,-0.917,-1.364,False,False
COST,2026-02-17,PMH,09:35,0.404,True,False,-0.034,-0.034,-0.034,-0.034,0.0,-0.729,-1.219,-1.277,-0.917,-1.364,False,False
COST,2026-02-19,PMH,09:38,-0.349,False,False,1.071,1.071,1.071,1.071,1.071,0.132,0.247,-0.456,-0.627,-0.954,True,False
COST,2026-02-23,PDH,10:43,-0.324,False,False,0.314,0.314,0.314,0.314,0.314,-0.4,-0.668,-0.684,-0.184,-0.141,False,
COST,2026-02-23,PMH,10:31,-0.324,False,False,0.518,0.518,0.518,0.518,0.518,0.214,-0.266,-0.474,-0.14,0.062,False,
COST,2026-02-24,PDH,09:31,0.04,False,False,0.377,0.456,0.456,0.47,0.683,-0.029,0.085,0.397,0.267,0.596,False,
COST,2026-02-24,PMH,09:46,0.04,False,False,0.79,0.79,0.802,0.804,1.017,0.395,0.508,0.72,0.651,0.93,True,
COST,2026-02-25,PDH,09:32,-0.035,False,False,0.218,0.218,0.218,0.218,0.218,-0.739,-0.636,-0.645,-0.744,-0.556,False,
COST,2026-02-25,PMH,09:32,-0.035,False,False,0.218,0.218,0.218,0.218,0.218,-0.739,-0.636,-0.645,-0.744,-0.556,False,
COST,2026-02-26,PDH,09:45,0.217,True,False,-0.027,-0.027,-0.027,-0.027,0.0,-0.904,-2.022,-1.688,-1.751,-1.874,False,False
COST,2026-02-26,PMH,09:35,0.217,True,False,0.535,0.535,0.535,0.535,0.535,0.002,-0.689,-1.5,-1.139,-1.349,False,False
COST,2026-02-27,PMH,09:56,0.39,True,False,0.268,0.268,1.082,1.088,2.151,0.165,0.034,0.994,0.748,1.849,True,True
COST,2026-03-02,PDH,09:40,0.326,True,True,0.091,0.091,0.091,0.091,0.11,-0.386,-0.387,-0.767,-0.554,-1.22,False,False
COST,2026-03-02,PMH,09:40,0.326,True,True,0.091,0.091,0.091,0.091,0.11,-0.386,-0.387,-0.767,-0.554,-1.22,False,False
COST,2026-03-03,PMH,10:10,0.004,False,False,0.248,0.248,0.248,0.393,0.976,-0.151,-0.143,-0.264,0.353,0.152,False,
COST,2026-03-04,PMH,09:34,-0.244,False,False,0.069,0.069,0.069,0.195,0.315,-1.229,-0.641,-0.009,-0.006,-0.436,False,False
COST,2026-03-06,PDH,11:28,-1.553,False,False,0.035,0.035,0.323,0.323,0.323,-0.187,-0.305,0.005,-0.004,-0.065,False,
COST,2026-03-06,PMH,09:38,-1.553,False,False,0.769,1.441,1.662,1.662,1.955,0.398,1.214,1.304,1.247,1.561,True,
COST,2026-03-09,PDH,11:10,0.111,True,False,0.248,0.248,0.248,0.248,0.468,-0.387,-0.052,0.029,-0.105,0.242,,
COST,2026-03-09,PMH,09:42,0.111,True,True,0.297,0.297,0.52,0.52,0.74,-0.842,-0.757,0.097,0.216,0.514,False,False
COST,2026-03-10,PMH,10:07,-0.463,False,False,0.246,0.246,0.246,0.321,0.485,-0.513,-0.059,0.056,0.287,-0.807,False,
COST,2026-03-12,PDH,11:10,-0.539,False,False,0.299,0.388,0.567,0.86,0.866,0.143,0.329,0.153,0.782,0.599,,
COST,2026-03-12,PMH,09:50,-0.539,False,False,0.445,0.445,0.997,1.268,1.569,-0.066,0.326,0.933,0.978,1.3,True,
COST,2026-03-13,PDH,09:36,0.078,False,False,0.586,0.586,0.59,0.59,0.59,0.502,0.453,-0.017,0.212,0.141,,
COST,2026-03-13,PMH,09:36,0.078,False,False,0.586,0.586,0.59,0.59,0.59,0.502,0.453,-0.017,0.212,0.141,,
COST,2026-03-17,PMH,10:27,0.365,True,False,0.09,0.171,0.171,0.171,0.171,-0.088,0.159,-0.172,-0.378,-0.979,False,False
COST,2026-03-19,PMH,09:31,0.65,True,True,0.112,0.112,0.112,0.112,0.112,-0.284,-0.641,-1.586,-1.14,-1.213,False,False
COST,2026-03-20,PMH,09:44,-0.029,False,False,0.206,0.206,0.206,0.206,0.209,-0.215,-0.568,-0.081,-0.058,-0.625,False,
COST,2026-03-24,PMH,09:43,-0.369,False,False,0.74,0.884,1.144,1.173,1.173,0.629,0.806,1.081,0.932,0.425,True,
COST,2026-03-25,PMH,09:38,0.348,True,True,0.102,0.102,0.102,0.102,0.102,-0.715,-0.614,-0.048,-0.057,-0.261,False,
COST,2026-03-26,PDH,09:45,0.151,True,False,0.476,0.476,0.593,0.593,0.593,0.282,0.37,-0.13,0.203,-0.184,,
COST,2026-03-26,PMH,09:42,0.151,True,False,0.691,0.691,0.809,0.809,0.809,0.469,0.283,0.026,0.372,0.03,,
COST,2026-03-27,PMH,09:53,0.251,True,False,0.212,0.212,0.212,0.212,0.212,-0.268,-0.035,0.04,-0.012,-0.166,,
COST,2026-03-30,PDH,09:32,0.375,True,False,0.772,0.848,1.775,1.775,1.775,0.551,0.826,1.619,1.487,0.844,True,
COST,2026-03-31,PDH,09:46,0.196,True,False,0.246,0.246,0.246,0.246,0.246,-1.494,-1.463,-1.023,-1.16,-0.963,False,False
COST,2026-03-31,PMH,09:40,0.196,True,False,0.612,0.612,0.612,0.612,0.612,-0.536,-0.933,-0.822,-0.534,-0.602,False,False
COST,2026-04-01,PMH,09:32,-0.141,False,False,0.3,0.3,0.514,0.514,0.514,-0.031,-0.268,-0.059,-0.415,-0.123,False,
COST,2026-04-02,PDH,09:33,1.127,True,True,1.059,1.059,1.059,1.059,1.059,0.189,0.082,0.264,0.296,0.94,True,
COST,2026-04-02,PMH,09:39,1.127,True,False,0.743,0.743,0.743,0.743,0.743,-0.311,-0.083,-0.026,0.19,0.624,False,
COST,2026-04-06,PDH,11:13,0.016,False,False,0.07,0.084,0.084,0.286,0.433,-0.005,-0.105,-0.078,0.279,0.249,,
COST,2026-04-06,PMH,10:18,0.016,False,False,0.057,0.195,0.21,0.21,0.56,-0.319,0.114,-0.017,-0.004,0.376,,
COST,2026-04-08,PDH,10:42,-0.741,False,False,0.361,0.394,0.394,0.394,0.831,0.021,0.259,0.132,0.31,0.821,,
COST,2026-04-08,PMH,10:04,-0.741,False,False,0.152,0.563,0.597,0.597,1.034,-0.446,0.292,0.428,0.437,1.024,True,
COST,2026-04-09,PDH,09:42,-0.138,False,False,0.38,0.416,0.416,0.416,0.495,0.166,0.147,-0.221,0.168,0.14,,
COST,2026-04-09,PMH,09:42,-0.138,False,False,0.38,0.416,0.416,0.416,0.495,0.166,0.147,-0.221,0.168,0.14,,
COST,2026-04-15,PDH,09:43,-0.331,False,False,-0.047,-0.047,-0.001,0.188,0.758,-0.363,-0.482,-0.047,0.144,0.696,False,
COST,2026-04-15,PMH,09:43,-0.331,False,False,-0.047,-0.047,-0.001,0.188,0.758,-0.363,-0.482,-0.047,0.144,0.696,False,
COST,2026-04-17,PMH,10:01,-0.035,False,False,0.031,0.031,0.031,0.09,0.999,-0.773,-0.583,-0.213,0.072,0.894,False,
COST,2026-04-20,PDH,10:39,0.422,True,True,0.31,0.575,0.575,0.575,0.575,0.287,0.444,0.012,0.117,-0.294,False,
COST,2026-04-20,PMH,09:36,0.422,True,False,0.32,0.32,0.32,0.32,0.32,0.012,-0.559,-0.146,-0.611,-0.896,False,False
COST,2026-04-21,PMH,10:57,-0.276,False,False,0.074,0.074,0.328,0.542,0.593,-0.183,-0.169,0.043,0.302,0.524,,
COST,2026-04-22,PDH,10:43,-0.083,False,False,0.149,0.15,0.15,0.15,0.15,0.091,0.045,-0.142,-0.109,-0.311,False,
COST,2026-04-22,PMH,09:56,-0.083,False,False,0.07,0.17,0.259,0.259,0.259,-0.252,0.109,0.108,-0.005,-0.202,,
COST,2026-04-23,PDH,09:38,0.409,True,False,0.611,0.611,0.611,0.611,0.769,0.537,0.199,0.085,0.482,0.547,,
COST,2026-04-23,PMH,09:31,0.409,True,False,0.363,0.462,0.462,0.462,0.621,0.342,0.187,-0.037,0.289,0.399,,
COST,2026-04-24,PMH,09:55,-0.303,False,False,0.044,0.044,0.044,0.044,0.044,-0.132,-0.397,-0.34,-0.38,-0.233,False,
COST,2026-04-27,PDH,10:05,-0.311,False,False,0.09,0.09,0.09,0.09,0.09,-0.394,-0.17,-0.38,-0.641,-1.525,False,False
COST,2026-04-27,PMH,09:50,-0.311,False,False,0.238,0.238,0.238,0.238,0.238,-0.029,-0.179,-0.257,-0.762,-1.38,False,False
COST,2026-05-01,PDH,09:34,0.109,True,False,0.498,0.96,0.986,0.986,0.986,0.326,0.873,0.065,-0.564,-0.93,False,False
COST,2026-05-01,PMH,09:32,0.109,True,True,0.95,1.386,1.441,1.441,1.441,0.916,1.38,0.504,-0.045,-0.484,True,False
COST,2026-05-04,PMH,09:45,-0.463,False,False,0.75,1.432,1.432,1.432,1.432,0.682,0.847,0.569,0.575,0.255,True,
COST,2026-05-05,PMH,09:34,-0.229,False,False,0.458,0.568,0.568,0.568,0.578,0.278,-0.24,-0.17,-0.012,0.154,,
COST,2026-05-07,PMH,09:38,-0.132,False,False,0.306,0.306,0.306,0.306,1.285,-0.071,-0.523,-0.437,0.196,1.224,False,
COST,2026-05-08,PDH,09:35,-0.031,False,False,0.063,0.063,0.085,0.136,0.262,-0.479,-0.232,-0.191,-0.094,-0.451,False,
COST,2026-05-08,PMH,09:32,-0.031,False,False,0.184,0.184,0.184,0.213,0.34,-0.303,-0.286,-0.142,-0.097,-0.374,False,
COST,2026-05-12,PDH,09:47,0.601,True,False,0.788,0.946,1.686,1.686,1.839,0.683,0.34,1.243,1.355,1.417,True,
COST,2026-05-12,PMH,09:47,0.601,True,False,0.788,0.946,1.686,1.686,1.839,0.683,0.34,1.243,1.355,1.417,True,
COST,2026-05-13,PDH,09:35,-0.09,False,False,1.608,1.608,1.608,1.608,1.608,1.267,0.211,-0.043,-0.2,0.677,True,
COST,2026-05-14,PMH,09:53,-0.014,False,False,0.0,0.0,0.0,0.052,0.611,-0.393,-0.698,-0.186,-0.167,0.564,False,
COST,2026-05-15,PMH,09:50,0.572,True,False,0.569,0.569,0.569,0.569,0.569,-0.027,-0.205,-0.815,-0.8,-0.208,False,False
COST,2026-05-18,PDH,09:38,-0.087,False,False,0.7,0.813,1.084,1.084,1.949,0.185,0.343,0.124,0.569,1.675,True,
COST,2026-05-18,PMH,09:33,-0.087,False,False,1.388,1.459,1.8,1.8,2.671,1.308,1.448,0.875,1.379,2.395,True,True
COST,2026-05-19,PDH,09:35,0.076,False,False,0.748,1.243,1.35,1.453,1.453,0.725,1.175,0.935,1.083,1.297,True,
COST,2026-05-19,PMH,09:34,0.076,False,False,0.847,1.321,1.45,1.553,1.553,0.715,1.305,0.987,1.226,1.398,True,
COST,2026-05-27,PMH,09:34,0.107,True,False,0.606,0.606,0.606,0.606,0.606,-0.269,-0.242,-0.093,-0.085,-0.343,,
COST,2026-06-02,PMH,09:31,-0.396,False,False,-0.015,0.009,0.009,0.146,0.598,-0.763,-0.3,-0.505,0.139,0.46,False,False
COST,2026-06-03,PDH,09:32,-0.126,False,False,1.184,1.184,1.361,1.361,1.361,0.855,1.024,0.192,0.568,0.628,True,
COST,2026-06-03,PMH,09:32,-0.126,False,False,1.184,1.184,1.361,1.361,1.361,0.855,1.024,0.192,0.568,0.628,True,
COST,2026-06-04,PMH,09:35,2.572,True,False,0.136,0.136,0.136,0.136,0.136,-0.194,-0.273,-1.237,-0.842,-1.654,False,False
COST,2026-06-05,PDH,09:38,0.533,True,False,0.675,0.675,0.675,0.675,0.675,0.085,-0.104,-0.18,-0.629,-1.902,False,False
COST,2026-06-08,PMH,09:41,-0.771,False,False,0.276,0.276,0.276,0.276,0.276,-0.154,-0.053,-0.148,-0.298,-0.171,,
COST,2026-06-09,PMH,09:31,-0.024,False,False,0.164,0.164,0.164,0.57,0.57,-0.872,-0.407,-0.354,0.221,-0.831,False,False
COST,2026-06-10,PMH,11:17,0.906,True,False,0.161,0.161,0.161,0.288,0.734,-0.054,-0.118,-0.183,0.248,0.538,,
COST,2026-06-11,PDH,09:40,0.363,True,True,0.174,0.229,0.229,0.229,0.229,-0.22,-0.547,-0.637,-0.634,-1.189,False,False
COST,2026-06-11,PMH,09:40,0.363,True,True,0.174,0.229,0.229,0.229,0.229,-0.22,-0.547,-0.637,-0.634,-1.189,False,False
COST,2026-06-12,PMH,09:36,0.146,True,False,0.538,0.538,0.538,0.538,0.538,-0.615,-0.432,-0.555,-0.673,0.312,False,
COST,2026-06-15,PMH,09:45,-0.853,False,False,0.0,0.226,0.226,0.401,0.82,-0.148,0.153,-0.273,0.369,0.063,False,
CPRT,2025-12-16,PMH,09:36,0.052,False,False,0.0,0.541,1.056,1.056,1.056,-0.052,0.502,0.644,0.504,0.811,False,
CPRT,2025-12-17,PDH,11:59,-0.422,False,False,0.153,0.229,0.446,0.446,0.446,0.076,0.178,0.293,0.229,-0.382,,
CPRT,2025-12-18,PDH,10:07,0.23,True,False,0.025,0.025,0.139,0.139,0.139,-0.418,-0.089,-0.507,-0.368,-0.634,False,
CPRT,2025-12-18,PMH,09:31,0.23,True,False,0.204,0.446,0.561,0.561,0.561,0.013,-0.28,0.204,-0.152,-0.216,,
CPRT,2025-12-19,PMH,09:32,0.23,True,False,0.051,0.051,0.051,0.051,0.051,-0.317,-0.773,-0.709,-0.532,-1.089,False,False
CPRT,2025-12-22,PDH,10:48,-0.102,False,False,0.101,0.101,0.101,0.101,0.101,-0.203,-0.456,-0.456,-0.494,-0.418,False,
CPRT,2025-12-22,PMH,09:31,-0.102,False,False,0.383,0.536,0.906,0.906,0.906,-0.038,0.447,0.459,0.344,0.383,False,
CPRT,2025-12-24,PMH,09:43,-0.077,False,True,-0.013,0.013,0.013,0.115,0.115,-0.205,-0.077,-0.128,0.014,-0.166,,
CPRT,2025-12-29,PDH,09:36,0.0,False,False,0.153,0.153,0.153,0.153,0.61,0.064,-0.114,-0.445,-0.318,0.407,False,
CPRT,2025-12-29,PMH,09:31,0.0,False,False,0.101,0.101,0.101,0.101,0.279,-0.323,-0.405,-0.786,-0.634,0.076,False,
CPRT,2025-12-30,PDH,10:48,-0.203,False,False,0.265,0.265,0.265,0.265,0.328,-0.076,-0.088,-0.126,-0.076,-0.265,,
CPRT,2025-12-30,PMH,10:49,-0.203,False,False,0.176,0.176,0.176,0.176,0.24,-0.177,-0.155,-0.227,-0.038,-0.353,,
CPRT,2026-01-05,PMH,09:37,-0.424,False,False,0.7,1.004,2.127,2.919,3.422,0.449,0.911,2.1,2.708,1.823,True,True
CPRT,2026-01-06,PMH,09:32,-0.285,False,False,0.207,0.233,0.557,0.907,1.244,-0.194,0.156,0.337,0.687,0.959,False,
CPRT,2026-01-08,PMH,09:36,-0.314,False,False,2.184,2.184,2.787,3.271,3.52,1.713,1.948,2.315,2.918,2.276,True,True
CPRT,2026-01-09,PDH,10:24,0.243,True,False,0.493,0.518,0.936,1.049,1.34,0.089,0.24,0.822,0.809,0.695,True,
CPRT,2026-01-09,PMH,09:51,0.243,True,True,0.638,1.468,1.787,2.03,2.324,0.638,0.932,1.57,1.966,1.672,True,True
CPRT,2026-01-12,PDH,10:54,-0.1,False,False,0.087,0.087,0.087,0.087,0.087,-0.324,-0.312,-0.474,-0.374,-0.436,False,False
CPRT,2026-01-12,PMH,09:44,-0.1,False,False,0.338,0.338,0.463,0.463,0.463,0.1,0.017,0.1,0.013,-0.063,False,
CPRT,2026-01-13,PDH,09:40,-0.225,False,False,0.149,0.149,0.149,0.149,0.149,-0.373,-0.821,-1.543,-1.045,-0.772,False,False
CPRT,2026-01-13,PMH,10:15,-0.225,False,False,0.213,0.213,0.213,0.213,0.213,-0.438,-0.526,-0.863,-0.863,-0.225,False,False
CPRT,2026-01-14,PDH,11:31,-0.125,False,False,0.137,0.137,0.137,0.137,0.137,-0.472,-0.559,-0.907,-0.82,-0.571,False,False
CPRT,2026-01-14,PMH,09:33,-0.125,False,False,0.652,0.652,1.053,1.053,1.053,0.125,0.351,0.915,0.313,0.338,True,
CPRT,2026-01-15,PDH,09:53,0.275,True,False,1.198,1.297,1.297,1.297,2.463,1.198,0.528,0.826,0.553,2.401,True,True
CPRT,2026-01-15,PMH,09:54,0.275,True,False,1.139,1.152,1.152,1.152,2.316,1.115,0.396,0.706,0.409,2.254,True,True
CPRT,2026-01-21,PDH,09:31,0.466,True,True,0.451,0.988,1.147,1.147,1.989,0.354,0.964,0.635,0.647,0.842,False,
CPRT,2026-01-21,PMH,09:31,0.466,True,True,0.451,0.988,1.147,1.147,1.989,0.354,0.964,0.635,0.647,0.842,False,
CPRT,2026-01-23,PMH,09:31,-0.315,False,False,0.291,0.363,1.236,1.236,1.236,0.0,0.315,0.8,0.981,0.315,True,
CPRT,2026-01-26,PMH,09:33,-0.217,False,False,0.072,0.072,0.072,0.072,0.072,-0.505,-0.385,-0.421,-0.613,-0.06,False,
CPRT,2026-01-28,PMH,09:44,-0.074,False,False,0.812,0.812,0.812,0.812,0.812,0.271,0.074,-0.086,0.246,-0.025,False,
CPRT,2026-01-30,PMH,10:16,-0.794,False,False,0.249,0.249,0.293,0.337,1.321,0.162,0.087,-0.137,0.05,1.209,True,
CPRT,2026-02-04,PDH,09:31,0.77,True,False,0.01,0.656,1.513,1.513,1.513,-0.694,0.24,1.438,1.248,1.261,False,
CPRT,2026-02-04,PMH,09:41,0.77,True,False,0.19,1.14,2.002,2.002,2.002,0.089,0.558,1.546,1.571,1.749,True,True
CPRT,2026-02-05,PDH,09:33,0.423,True,True,0.074,0.074,0.074,0.074,0.099,-0.979,-1.288,-1.511,-0.867,-1.202,False,False
CPRT,2026-02-06,PDH,10:07,-0.038,False,False,0.297,0.458,0.804,0.829,0.829,0.174,0.334,0.804,-0.322,-0.21,False,False
CPRT,2026-02-06,PMH,09:32,-0.038,False,False,0.522,0.771,0.995,1.368,1.368,0.448,0.485,0.958,0.97,0.323,True,
CPRT,2026-02-10,PDH,09:45,-0.174,False,False,0.791,0.791,1.262,1.262,1.262,0.618,0.643,1.014,0.593,-0.198,True,
CPRT,2026-02-10,PMH,09:48,-0.174,False,False,0.617,0.617,1.087,1.087,1.087,0.432,0.272,0.815,0.395,-0.37,True,
CPRT,2026-02-13,PMH,09:33,0.871,True,False,1.182,1.182,1.303,1.625,1.84,0.16,0.578,1.249,1.612,0.725,True,
CPRT,2026-02-17,PMH,09:31,0.56,True,False,0.37,0.37,0.37,0.37,0.37,-1.058,-1.614,-0.939,-2.038,-0.688,False,False
CPRT,2026-02-18,PMH,10:08,-0.16,False,False,0.186,0.77,0.77,0.77,0.77,-0.159,0.252,-0.611,-0.744,0.303,False,False
CPRT,2026-02-19,PDH,09:55,-0.222,False,False,0.263,0.263,0.263,0.263,0.263,-0.83,-0.922,-0.751,-0.685,-0.816,False,False
CPRT,2026-02-19,PMH,09:53,-0.222,False,False,0.396,0.396,0.396,0.396,0.396,-0.607,-0.883,-0.672,-0.607,-0.686,False,False
CPRT,2026-02-20,PMH,09:47,-8.922,False,False,2.609,3.581,3.581,3.581,3.581,2.439,2.524,1.354,1.466,2.806,False,True
CPRT,2026-02-25,PMH,09:47,0.312,True,False,0.154,0.154,0.154,0.226,1.277,-0.379,-0.323,-0.098,0.121,0.603,False,
CPRT,2026-02-26,PMH,09:33,1.353,True,False,1.045,1.072,1.416,1.416,2.226,0.907,0.948,0.797,0.797,2.089,True,True
CPRT,2026-02-27,PDH,10:50,-0.323,False,False,0.558,0.753,0.827,1.465,2.473,0.444,0.739,0.726,1.331,2.379,True,True
CPRT,2026-02-27,PMH,10:33,-0.323,False,False,0.31,0.734,1.003,1.521,2.652,0.296,0.619,0.754,1.508,2.558,True,True
CPRT,2026-03-02,PDH,10:23,-1.195,False,False,0.062,0.062,0.311,0.573,1.216,-0.541,-0.502,0.219,0.272,0.455,False,
CPRT,2026-03-02,PMH,10:17,-1.195,False,False,0.157,0.157,0.407,0.656,1.312,-0.472,-0.315,0.354,0.63,0.551,False,
CPRT,2026-03-03,PMH,11:23,0.0,False,True,0.588,0.588,1.319,1.463,1.463,0.457,0.209,1.28,1.228,0.536,True,
CPRT,2026-03-05,PMH,09:31,-0.013,False,False,0.618,1.105,1.105,1.105,1.105,0.434,0.105,-0.5,0.013,0.026,False,
CPRT,2026-03-12,PMH,09:39,-0.394,False,False,0.996,0.996,0.996,0.996,0.996,0.077,-0.266,-0.351,-3.043,-4.656,False,False
CPRT,2026-03-16,PDH,11:49,1.012,True,True,0.175,0.175,0.175,0.175,0.175,0.044,-0.116,-1.573,-1.223,-1.354,False,False
CPRT,2026-03-16,PMH,09:43,1.012,True,False,0.52,0.52,0.52,0.52,0.52,-0.231,-0.332,-0.694,-0.824,-2.082,False,False
CPRT,2026-03-17,PMH,11:06,1.004,True,True,0.818,0.862,0.862,0.862,0.862,0.745,0.278,0.175,0.19,-0.511,False,
CPRT,2026-03-19,PMH,09:42,-0.03,False,False,0.332,0.332,0.332,0.332,0.332,-0.874,-1.462,-2.02,-2.638,-1.929,False,False
CPRT,2026-03-20,PMH,09:36,-0.277,False,False,0.826,0.979,1.101,1.101,1.101,0.765,0.535,0.459,0.352,0.52,True,
CPRT,2026-03-23,PDH,09:37,1.247,True,True,0.966,1.419,2.053,2.053,2.309,0.755,1.042,1.57,1.132,0.785,True,True
CPRT,2026-03-26,PDH,09:48,0.181,True,False,0.982,0.982,0.982,0.982,0.982,0.268,0.357,-0.089,-0.506,-1.667,False,False
CPRT,2026-03-26,PMH,09:32,0.181,True,False,2.095,2.095,2.095,2.095,2.095,1.914,1.553,0.921,0.139,-0.584,True,True
CPRT,2026-03-30,PMH,10:35,0.539,True,False,0.671,0.671,0.671,0.671,0.671,0.366,0.031,0.488,-0.046,-0.549,False,
CPRT,2026-04-01,PDH,11:02,-0.151,False,False,0.164,0.164,0.164,0.164,0.164,-0.075,-0.06,-0.344,-0.941,-1.3,False,False
CPRT,2026-04-01,PMH,10:56,-0.151,False,False,0.299,0.299,0.299,0.299,0.299,0.09,-0.045,-0.15,-0.673,-1.167,False,False
CPRT,2026-04-02,PDH,10:37,-0.727,False,False,-0.089,-0.089,-0.089,-0.089,0.149,-1.429,-1.354,-0.878,-1.057,-0.655,False,False
CPRT,2026-04-02,PMH,10:36,-0.727,False,False,0.613,0.613,0.613,0.613,0.613,-0.897,-0.897,-0.434,-0.628,-0.194,False,False
CPRT,2026-04-07,PMH,09:57,-0.853,False,False,0.364,0.364,0.364,0.804,1.046,0.152,-0.425,0.061,0.243,0.394,False,
CPRT,2026-04-08,PMH,09:31,1.662,True,False,0.118,0.118,0.118,0.118,0.118,-1.25,-1.353,-1.0,-0.838,-2.411,False,False
CPRT,2026-04-13,PMH,09:31,-0.259,False,False,0.458,0.458,0.458,0.885,1.83,0.14,0.259,-0.015,0.869,1.434,False,
CPRT,2026-04-14,PDH,09:33,-0.18,False,False,0.359,0.359,0.359,0.359,0.359,-0.688,-0.628,-0.165,0.075,-0.538,False,False
CPRT,2026-04-14,PMH,09:39,-0.18,False,False,0.089,0.089,0.089,0.089,0.089,-0.82,-0.895,-0.403,-0.327,-0.805,False,False
CPRT,2026-04-15,PMH,11:18,0.0,False,False,0.239,0.239,0.254,0.389,0.614,-0.15,-0.165,0.239,0.359,-0.135,,
CPRT,2026-04-16,PDH,09:32,0.09,False,False,0.015,0.015,0.015,0.015,0.045,-0.579,-1.143,-0.742,-0.341,-1.262,False,False
CPRT,2026-04-16,PMH,09:31,0.09,False,False,0.268,0.268,0.268,0.268,0.268,-0.238,-0.922,-0.506,-0.298,-1.041,False,False
CPRT,2026-04-17,PDH,09:56,1.533,True,True,0.059,0.059,0.059,0.059,0.059,-0.356,-0.697,-1.008,-0.89,-0.83,False,False
CPRT,2026-04-20,PDH,11:10,-0.478,False,False,0.044,0.163,0.163,0.163,0.163,-0.222,-0.163,-0.044,-0.133,-0.266,False,
CPRT,2026-04-20,PMH,09:32,-0.478,False,False,0.313,0.418,1.014,1.134,1.134,-0.104,0.254,0.567,0.806,0.701,False,
CPRT,2026-04-21,PDH,09:41,0.089,False,False,1.121,1.74,1.784,1.784,1.784,1.106,1.681,1.047,0.472,-0.472,True,
CPRT,2026-04-21,PMH,09:42,0.089,False,False,1.119,1.62,1.664,1.664,1.664,1.105,1.517,0.972,0.353,-0.589,True,
CPRT,2026-04-23,PMH,10:13,-0.03,False,False,0.119,0.119,0.119,0.119,0.607,-0.281,-0.504,-0.43,-0.548,0.356,False,False
CPRT,2026-04-27,PMH,09:35,-0.242,False,False,0.708,0.708,0.889,1.1,1.1,-0.286,0.181,0.663,0.723,0.045,False,
CPRT,2026-04-28,PMH,09:31,0.437,True,False,0.448,0.448,0.448,0.448,0.448,-1.105,-0.642,-0.209,-0.553,-0.445,False,False
CPRT,2026-04-29,PMH,11:04,-0.273,False,False,0.045,0.045,0.045,0.045,0.045,-0.809,-0.824,-0.689,-0.27,-0.06,False,
CPRT,2026-04-30,PDH,10:35,-0.255,False,False,0.165,0.165,0.165,0.165,0.165,-0.524,-0.479,-0.449,-0.27,-0.824,False,False
CPRT,2026-04-30,PMH,09:34,-0.255,False,False,0.24,0.24,0.36,0.36,0.36,-1.005,0.12,-0.285,-0.255,-0.63,False,False
CPRT,2026-05-01,PDH,10:32,0.997,True,False,0.269,0.269,0.269,0.269,0.269,-0.269,-0.434,-0.478,-0.448,-0.553,False,
CPRT,2026-05-01,PMH,10:32,0.997,True,True,0.269,0.269,0.269,0.269,0.269,-0.269,-0.434,-0.478,-0.448,-0.553,False,
CPRT,2026-05-04,PMH,09:49,0.06,False,False,0.598,0.717,0.717,0.717,0.717,0.568,-0.06,-0.613,-0.986,-0.523,False,False
CPRT,2026-05-06,PDH,09:53,-0.407,False,False,0.39,0.764,0.764,0.764,0.764,0.315,0.42,0.225,0.195,-0.015,,
CPRT,2026-05-06,PMH,09:49,-0.407,False,False,0.54,0.915,0.915,0.915,0.915,0.54,0.675,0.405,0.3,0.135,,
CPRT,2026-05-07,PDH,10:59,0.015,False,False,0.357,0.498,0.698,0.862,1.812,-0.015,0.371,0.267,0.654,0.639,True,
CPRT,2026-05-07,PMH,10:47,0.015,False,False,0.881,1.0,1.224,1.389,2.344,0.762,0.806,0.821,1.045,1.165,True,True
