symbol,date,direction,tp,sl,pnl
AVGO,2026-03-03,short,0.0025,0.0025,-0.0025
AVGO,2026-03-03,short,0.0025,0.004,-0.001067961165048492
AVGO,2026-03-03,short,0.0025,0.005,-0.001067961165048492
AVGO,2026-03-03,short,0.005,0.0025,-0.0025
AVGO,2026-03-03,short,0.005,0.004,-0.001067961165048492
AVGO,2026-03-03,short,0.005,0.005,-0.001067961165048492
AVGO,2026-03-03,short,0.0075,0.0025,-0.0025
AVGO,2026-03-03,short,0.0075,0.004,-0.001067961165048492
AVGO,2026-03-03,short,0.0075,0.005,-0.001067961165048492
AVGO,2026-03-06,short,0.0025,0.0025,-0.0007552870090634441
AVGO,2026-03-06,short,0.0025,0.004,-0.0007552870090634441
AVGO,2026-03-06,short,0.0025,0.005,-0.0007552870090634441
AVGO,2026-03-06,short,0.005,0.0025,-0.0007552870090634441
AVGO,2026-03-06,short,0.005,0.004,-0.0007552870090634441
AVGO,2026-03-06,short,0.005,0.005,-0.0007552870090634441
AVGO,2026-03-06,short,0.0075,0.0025,-0.0007552870090634441
AVGO,2026-03-06,short,0.0075,0.004,-0.0007552870090634441
AVGO,2026-03-06,short,0.0075,0.005,-0.0007552870090634441
AVGO,2026-03-06,short,0.0025,0.0025,0.0025
AVGO,2026-03-06,short,0.0025,0.004,0.0025
AVGO,2026-03-06,short,0.0025,0.005,0.0025
AVGO,2026-03-06,short,0.005,0.0025,0.002363636363636281
AVGO,2026-03-06,short,0.005,0.004,0.002363636363636281
AVGO,2026-03-06,short,0.005,0.005,0.002363636363636281
AVGO,2026-03-06,short,0.0075,0.0025,0.002363636363636281
AVGO,2026-03-06,short,0.0075,0.004,0.002363636363636281
AVGO,2026-03-06,short,0.0075,0.005,0.002363636363636281
AVGO,2026-03-06,short,0.0025,0.0025,0.000729505456092918
AVGO,2026-03-06,short,0.0025,0.004,0.000729505456092918
AVGO,2026-03-06,short,0.0025,0.005,0.000729505456092918
AVGO,2026-03-06,short,0.005,0.0025,0.000729505456092918
