date,side,entry_dist,mfe_5m,mae_5m,mfe_10m,mae_10m,mfe_15m,mae_15m,hit_+0.25%,hit_+0.50%,hit_+0.60%,hit_+0.75%,hit_+1.00%
2026-06-09,long,0.4919960763065251,0.0027,0.5924,0.0027,0.6438,0.0027,0.6438,False,False,False,False,False
2026-06-09,long,0.7371892883278174,0.0564,0.4883,0.0564,0.64,0.0564,0.64,False,False,False,False,False
2026-06-09,long,1.1100412235874786,0.0671,0.1534,0.0671,0.215,0.0671,0.315,False,False,False,False,False
2026-06-09,long,1.3689721203447354,0.0956,0.1865,0.2057,0.1865,0.2635,0.1865,True,False,False,False,False
2026-06-09,short,0.5144278727172465,0.1167,0.0583,0.1167,0.0977,0.2442,0.0977,False,False,False,False,False
2026-06-10,long,0.43108363802584393,0.2868,0.0533,0.2868,0.0594,0.2868,0.2226,True,False,False,False,False
2026-06-10,long,0.4677658888109906,0.0314,0.2624,0.0314,0.3102,0.0952,0.3102,False,False,False,False,False
2026-06-10,long,0.6576272602280051,0.3243,0.1063,0.3915,0.1063,0.445,0.1063,True,False,False,False,False
2026-06-10,long,0.47731537379933553,0.1301,0.026,0.1301,0.0301,0.1301,0.0301,False,False,False,False,False
2026-06-10,long,0.4596332515416508,0.1219,0.0863,0.137,0.0863,0.137,0.0863,False,False,False,False,False
2026-06-11,short,0.5878415991224967,0.045,0.3467,0.045,0.3604,0.045,0.557,False,False,False,False,False
2026-06-11,short,0.8889908775100844,0.0734,0.1632,0.2733,0.1632,0.2733,0.1632,True,False,False,False,False
2026-06-11,short,0.5849730528376138,0.0177,0.237,0.0313,0.237,0.0313,0.237,False,False,False,False,False
2026-06-11,short,0.6851844108361,0.0061,0.1448,0.0102,0.1448,0.0102,0.1925,False,False,False,False,False
2026-06-11,short,0.8136697329527256,0.1453,0.0448,0.1453,0.0448,0.1453,0.1494,False,False,False,False,False
2026-06-12,short,0.4078219942142253,0.1106,0.182,0.1106,0.182,0.1106,0.182,False,False,False,False,False
2026-06-12,short,0.6552562218707249,0.0726,0.0228,0.2445,0.0228,0.397,0.0228,True,False,False,False,False
