symbol,pnl,gross_pnl,costs,slack,result,is_test
AMD,-54.5,-50.0,4.5,0.9866731911438674,loss,True
AMD,-54.5,-50.0,4.5,0.8275964551850595,loss,True
AMD,-54.5,-50.0,4.5,0.8962076734020017,loss,True
AMD,-54.5,-50.0,4.5,0.8881842559663973,loss,True
AMD,-54.5,-50.0,4.5,1.741339448405293,loss,True
AMD,195.5,200.0,4.5,1.0600503987479728,win,True
AMD,-54.5,-50.0,4.5,0.8425368489052822,loss,True
AMD,195.5,200.0,4.5,1.0056324255952935,win,True
AMD,195.5,200.0,4.5,0.8502476713492059,win,True
AMD,-54.5,-50.0,4.5,1.8375618483066185,loss,True
AMD,195.5,200.0,4.5,0.9995673060708674,win,True
AMD,195.5,200.0,4.5,1.1861831378812508,win,True
AMD,195.5,200.0,4.5,0.8146151457955132,win,True
AMD,-54.5,-50.0,4.5,1.0800905701543702,loss,True
AMD,-54.5,-50.0,4.5,1.5009151393415125,loss,True
AMD,-54.5,-50.0,4.5,1.6429213295238263,loss,True
AMD,-54.5,-50.0,4.5,1.1692490923323173,loss,True
AMD,-54.5,-50.0,4.5,0.8780853306029603,loss,True
AMD,-54.5,-50.0,4.5,0.8229917341133962,loss,True
AMD,195.5,200.0,4.5,0.9375691927343395,win,True
AMD,-54.5,-50.0,4.5,1.0825429660789523,loss,True
AMD,195.5,200.0,4.5,2.5029548692260235,win,True
AMD,-54.5,-50.0,4.5,0.9849820793704729,loss,True
AMD,-54.5,-50.0,4.5,1.669568798608485,loss,True
AMD,-54.5,-50.0,4.5,0.8922522438817689,loss,True
AMD,195.5,200.0,4.5,1.2307761664353822,win,True
AMD,-54.5,-50.0,4.5,1.1008358995324885,loss,True
AMD,195.5,200.0,4.5,0.9561185295517023,win,True
AMD,195.5,200.0,4.5,0.8527618005269224,win,True
AMD,-54.5,-50.0,4.5,0.8657664706805722,loss,True
AMD,-54.5,-50.0,4.5,3.951688857551307,loss,True
AMD,-54.5,-50.0,4.5,1.1351603987843835,loss,True
AMD,-54.5,-50.0,4.5,2.552617359881803,loss,True
AMD,195.5,200.0,4.5,0.8006566379896738,win,True
AMD,-54.5,-50.0,4.5,0.9160565413767203,loss,True
AMD,-54.5,-50.0,4.5,0.8902403153616585,loss,True
AMD,195.5,200.0,4.5,0.8588296481818845,win,True
AMD,-54.5,-50.0,4.5,0.8349854119709965,loss,True
AMD,-54.5,-50.0,4.5,1.5344479698054434,loss,True
AMD,195.5,200.0,4.5,2.920481723515052,win,True
AMD,-54.5,-50.0,4.5,0.9438220056114185,loss,True
AMD,195.5,200.0,4.5,2.068172712017967,win,True
AMD,-54.5,-50.0,4.5,4.055168776373049,loss,True
AMD,195.5,200.0,4.5,1.719303405345661,win,True
AMD,-54.5,-50.0,4.5,0.8138873863454534,loss,True
AMD,-54.5,-50.0,4.5,0.967101937206204,loss,True
AMD,195.5,200.0,4.5,0.9327338751952351,win,True
AMD,-54.5,-50.0,4.5,1.1773933054949404,loss,True
AMD,195.5,200.0,4.5,1.0433811213730455,win,True
AMD,195.5,200.0,4.5,1.2992310307014323,win,True
AMD,195.5,200.0,4.5,0.9958150775279668,win,True
AMD,-54.5,-50.0,4.5,1.3614129946355598,loss,True
