date,sym,setup,side,gap_pct,ep,mfe_15m,mae_15m,mfe_30m,mae_30m,mfe_60m,mae_60m,hit_+0.25%,hit_+0.50%,hit_+0.75%,open_pos
2026-05-07,,B,short,0.164,696.57,0.14786740743932214,0.18375755487603151,0.14786740743932214,0.33578821941799697,0.14786740743932214,0.565628723602788,False,False,False,
2026-05-12,,B,short,-0.695,708.165,0.4239125062661883,0.12920717629367132,0.4239125062661883,0.12920717629367132,0.7124045949743294,0.12920717629367132,True,True,False,
2026-05-13,,B,long,0.466,709.2307,0.029510848867667236,0.6204892145813647,0.029510848867667236,0.6204892145813647,0.08309002980272764,0.6204892145813647,False,False,False,
2026-05-14,,B,long,0.028,715.16,0.6068572067789071,0.0,0.6334246881816777,0.0,0.6334246881816777,0.0,True,True,False,
2026-05-14,,B,short,0.028,716.24,0.02792360102759487,0.25410476935104664,0.02792360102759487,0.42025019546520587,0.02792360102759487,0.6282810231207416,False,False,False,
2026-05-15,,B,long,-1.342,710.21,0.3463764238746177,0.0366088903282115,0.3463764238746177,0.0366088903282115,0.3463764238746177,0.13657932160910535,True,False,False,
2026-05-19,,B,short,-0.814,701.282,0.14145522058174534,0.3982705958515984,0.6761901774179396,0.3982705958515984,0.8601390025695852,0.3982705958515984,True,True,True,
2026-05-19,,B,long,-0.814,699.59,0.06146457210651238,0.3945167884046357,0.12149973555940231,0.3945167884046357,0.13436441344215053,0.3945167884046357,False,False,False,
2026-05-20,,B,long,0.568,706.28,0.2760944667837183,0.3072435861131505,0.2760944667837183,0.3072435861131505,0.5111287308149761,0.3525513960468949,True,True,False,
2026-05-20,,B,short,0.568,705.13,0.1446541772439099,0.43963524456483527,0.1446541772439099,0.43963524456483527,0.19003587990867385,0.6750528271382569,False,False,False,
2026-05-21,,B,long,-0.507,708.97,0.17913310859415515,0.09450329351031395,0.4118651000747505,0.09450329351031395,0.4118651000747505,0.3103093219741379,True,False,False,
2026-05-21,,B,short,-0.507,708.99,0.31312148267253803,0.16079211272373184,0.31312148267253803,0.16079211272373184,0.31312148267253803,0.16079211272373184,True,False,False,
2026-05-22,,B,short,0.457,717.84,0.20338794160259058,0.10169397080129529,0.26328986960882456,0.10169397080129529,0.26328986960882456,0.3092611166833714,True,False,False,
2026-05-28,,B,short,0.051,730.245,0.47312888140282244,0.07326308293791374,0.5251662113400347,0.07326308293791374,0.5251662113400347,0.3567295907537906,True,True,False,
